movie,tokenCount,characterCount,sectionCount,afraid,amused,angry,annoyed,dont_care,happy,inspired,sad,totalProbSum
asgoodasitgets,10424,42,1301,0.116287603499565,0.131986651360739,0.118580817985793,0.125484174768795,0.130532102771772,0.115035225007997,0.138540782314605,0.123552642290734,131.264306214168
assignmentthe,16272,51,1357,0.117760513411333,0.1319963743443,0.117327213782948,0.122990733699941,0.129939183214636,0.115749259668675,0.137850892015824,0.126385829862344,180.144974879019
austinpowersinternationalmanofmystery,10017,73,1282,0.118915157596731,0.13141854202271,0.116417952960019,0.123356137603903,0.130332294119079,0.117214537062733,0.138351421830391,0.123993956804435,84.1979767284662
austinpowersthespywhoshaggedme,9001,66,1196,0.11815300123047,0.133369248247704,0.116573590345297,0.124072726118037,0.131208106401323,0.116360805233129,0.13751751246003,0.122745009964009,77.7059530070151
autumninnewyork,12190,43,1515,0.11571384868171,0.133928847027662,0.115047155686671,0.123722699597255,0.131713620419463,0.115503152537385,0.140799881914136,0.123570794135718,107.402118832004
avengersthe,12426,35,1518,0.125315619961825,0.129337976913045,0.118551438478991,0.122365476736784,0.128102505756784,0.114949040735795,0.131661197458985,0.129716743957792,90.2695695204294
avengersthe2012,12459,76,1408,0.117612264699363,0.133421718272963,0.112996828344475,0.121095362419173,0.129155730561722,0.117459676261314,0.143192384024942,0.125066035416046,114.869361732563
bachelorparty,11077,64,1481,0.10932864291038,0.136964261263828,0.111735953472039,0.123414794474991,0.134696797274684,0.118132111673874,0.14562588739332,0.120101551536885,99.5750872464688
backdraft,13698,48,1655,0.115366441526821,0.133165946326901,0.113771992939238,0.121946127114895,0.130406340881065,0.116209905711773,0.141950785008147,0.12718246049116,124.506036995138
badcountry,12392,71,1458,0.11743435318449,0.130202226715139,0.117453466378264,0.122235300776798,0.129630850098497,0.116524303684563,0.13746577374442,0.129053725417829,88.7028711840661
badlieutenant,7712,40,461,0.107600993844731,0.135661074270908,0.110458111443016,0.121538700048936,0.133689771767276,0.12036095294465,0.148778013352602,0.121912382327881,63.5530973422622
badsanta,8121,43,1105,0.114885716790889,0.131817933474411,0.115760235824786,0.122957543559092,0.130515937454971,0.117345359330148,0.141885100791802,0.124832172773903,61.3851416389652
bamboozled,11602,73,1735,0.113817288925667,0.134781087057507,0.11436617379351,0.12426221559804,0.132772796705595,0.116606732369652,0.141717403310306,0.121676302239724,127.25899499559
barrylyndon,15353,78,1474,0.119485318384698,0.133556910364852,0.120029178091432,0.12371070283984,0.127066951769658,0.113390032580598,0.134865637179301,0.12789526878962,181.735432807674
basicinstinct,9312,33,1469,0.118264526151496,0.131469623872044,0.12069269495275,0.124700789483459,0.129851712515286,0.114325060436365,0.134548397923293,0.126147194665308,126.896370761408
battleofshakerheightsthe,9084,38,1497,0.111522677609505,0.134212351346154,0.114049140732345,0.124022091278937,0.132340871453907,0.117780845064681,0.144223313547889,0.12184870896658,93.4279940872266
beavisandbuttheaddoamerica,8609,134,1258,0.117199684208023,0.132281278699193,0.116666974480855,0.123508525848628,0.130270422863368,0.116880152817468,0.137247962191269,0.125944998891196,82.5665647841308
beginners,9219,36,1334,0.11512504490464,0.134948078512588,0.114206682404442,0.122539797851937,0.13110160673295,0.116765027308017,0.1397010870691,0.125612675216327,87.2597429687627
beingjohnmalkovich,10092,52,1389,0.115767965571414,0.132916744299965,0.115405159601961,0.123855479112237,0.131090466584005,0.115885097620767,0.140989361584799,0.124089725624853,87.0960500944223
beingthere,12792,109,1613,0.114506024452617,0.131562266864588,0.117098046033145,0.127890611231694,0.130920654904919,0.117839116401855,0.138617752556954,0.121565527554228,132.13307800664
believerthe,10805,79,1423,0.122803975709889,0.128207142376249,0.122615090493168,0.125267539471051,0.127136450604741,0.111766836318051,0.133308855847711,0.12889410917914,129.837436206482
bigbluethe,12546,34,1455,0.117224915480917,0.132705107974098,0.115943300247534,0.122816586274351,0.129576845396532,0.116635512639768,0.139726005882854,0.125371726103945,117.703002037985
bigfish,13052,51,1477,0.11757697603805,0.131428784909034,0.117358696618254,0.122980348021173,0.129130745967443,0.114592904438977,0.139110048205615,0.127821495801455,157.877682748511
bigwhitethe,11502,36,1530,0.117262104488472,0.131874792366037,0.116737796756495,0.12394111456585,0.130284216868507,0.115396871765864,0.138504482654133,0.125998620534642,116.237731379231
