id|movie|tokenCount|characterCount|sectionCount|anger|anticipation|disgust|fear|joy|sadness|surprise|trust|angerPercentile|anticipationPercentile|disgustPercentile|fearPercentile|joyPercentile|sadnessPercentile|surprisePercentile|trustPercentile
91|ciderhouserulesthe|15363|40|1787|0.0226518258152705|0.0483629499446723|0.0221961856408254|0.0281845993621038|0.0430254507583154|0.0304628002343292|0.0346937447113194|0.0474516695957821|0.0504807692307692|0.790865384615385|0.526442307692308|0.0552884615384615|0.838942307692308|0.252403846153846|0.735576923076923|0.463942307692308
92|cincinnatikidthe|13366|43|1472|0.0286547957504115|0.0532694897501122|0.0199760586562921|0.043393685470597|0.0349393984737393|0.0244650606015263|0.0344904982792159|0.0446655693550801|0.21875|0.932692307692308|0.40625|0.451923076923077|0.612980769230769|0.0360576923076923|0.71875|0.329326923076923
93|cliffhanger|17771|26|1029|0.0436103764560239|0.0479995498283721|0.0187383940127174|0.0515446513983456|0.0221709526757076|0.0359011873276687|0.036801530583535|0.0441168195374487|0.752403846153846|0.774038461538462|0.302884615384615|0.665865384615385|0.110576923076923|0.622596153846154|0.846153846153846|0.310096153846154
94|codeofsilence|10386|48|1108|0.0397650683612555|0.0350471788946659|0.0226266127479299|0.0497785480454458|0.0270556518390141|0.0303292894280763|0.0275370691315232|0.047949162333911|0.634615384615385|0.0913461538461538|0.548076923076923|0.617788461538462|0.290865384615385|0.25|0.185096153846154|0.495192307692308
95|coldmountain|16798|43|1589|0.0419097511608525|0.0619716632932492|0.035301821645434|0.057983093225384|0.0434575544707703|0.0474461245386356|0.0339921419216573|0.0586974639838076|0.692307692307692|0.975961538461539|0.947115384615385|0.810096153846154|0.846153846153846|0.947115384615385|0.697115384615385|0.817307692307692
96|colombiana|14168|46|1718|0.0334556747600226|0.0393139469226426|0.0157396950875212|0.0485601355166573|0.0260446075663467|0.0252682100508188|0.0248447204968944|0.054488989271598|0.396634615384615|0.305288461538462|0.0913461538461538|0.581730769230769|0.252403846153846|0.0528846153846154|0.0600961538461539|0.742788461538462
97|conanthebarbarian|12830|37|999|0.0681215900233827|0.0405300077942323|0.0333593141075604|0.0791114575214342|0.025253312548714|0.0525331254871395|0.0344505066250974|0.0494154325798909|0.992788461538461|0.365384615384615|0.930288461538461|0.987980769230769|0.209134615384615|0.978365384615385|0.716346153846154|0.584134615384615
98|coolerthe|11932|37|1036|0.0302547770700637|0.0468488099228964|0.0207844451894066|0.0362051625879987|0.0386356017432115|0.0318471337579618|0.0367080120683875|0.0447536037546095|0.286057692307692|0.723557692307692|0.456730769230769|0.235576923076923|0.728365384615385|0.362980769230769|0.841346153846154|0.334134615384615
99|copycat|16650|51|1179|0.0438438438438438|0.0368768768768769|0.0273273273273273|0.0603003003003003|0.0262462462462463|0.0387387387387387|0.033033033033033|0.0447447447447447|0.757211538461538|0.173076923076923|0.766826923076923|0.855769230769231|0.259615384615385|0.747596153846154|0.603365384615385|0.331730769230769
100|crash|9693|17|518|0.0306406685236769|0.0411637264004952|0.0211492829877231|0.0519962859795729|0.0188796038378211|0.0412668936345817|0.031569173630455|0.0411637264004952|0.307692307692308|0.420673076923077|0.46875|0.689903846153846|0.0336538461538462|0.829326923076923|0.5|0.189903846153846
101|croodsthe|9299|16|1195|0.0494676846972793|0.0421550704376815|0.0208624583288526|0.0615119905366168|0.0290353801484031|0.0303258414883321|0.040326916872782|0.0360253790730186|0.882211538461539|0.46875|0.461538461538462|0.870192307692308|0.399038461538462|0.247596153846154|0.939903846153846|0.0600961538461539
102|crouchingtigerhiddendragon|6575|39|882|0.0425855513307985|0.0457794676806084|0.027680608365019|0.0584030418250951|0.0393916349809886|0.0468441064638783|0.0343726235741445|0.0723954372623574|0.723557692307692|0.661057692307692|0.790865384615385|0.814903846153846|0.752403846153846|0.935096153846154|0.706730769230769|0.973557692307692
103|croupier|10608|39|1397|0.0288461538461538|0.04986802413273|0.0198906485671192|0.0324283559577677|0.0370475113122172|0.0282805429864253|0.03723604826546|0.0483597285067873|0.221153846153846|0.838942307692308|0.399038461538462|0.129807692307692|0.675480769230769|0.168269230769231|0.862980769230769|0.53125
104|crowsalvationthe|12169|39|1121|0.0576875667680171|0.0384583778453447|0.0246528063111184|0.0752732352699482|0.0225984057851919|0.050866957021941|0.0364861533404553|0.0507026049798669|0.959134615384615|0.25|0.65625|0.983173076923077|0.127403846153846|0.971153846153846|0.834134615384615|0.637019230769231
105|crowthe|12899|39|1103|0.0467478099077448|0.038530118613846|0.02349019303822|0.0651213272346694|0.02349019303822|0.0414760834173192|0.0275990386851694|0.0420187611442748|0.834134615384615|0.254807692307692|0.615384615384615|0.915865384615385|0.153846153846154|0.838942307692308|0.189903846153846|0.228365384615385
106|cruelintentions|9272|23|1591|0.0338654012079379|0.0493960310612597|0.0238352027610009|0.0324633304572908|0.050474547023296|0.0388265746333046|0.0339732528041415|0.053602243313201|0.415865384615385|0.829326923076923|0.627403846153846|0.132211538461538|0.956730769230769|0.75|0.692307692307692|0.721153846153846
107|danceswithwolves|20582|53|1513|0.0484889709454864|0.0432902536196677|0.019531629579244|0.046885628218832|0.0461082499271208|0.0311437178116801|0.0351277815567|0.0709357691186474|0.855769230769231|0.550480769230769|0.365384615384615|0.538461538461538|0.899038461538462|0.305288461538462|0.757211538461538|0.966346153846154
108|darkcity|15312|65|1251|0.0350705329153605|0.0645245559038663|0.0228578892371996|0.0501567398119122|0.0464341692789969|0.040948275862069|0.0330459770114943|0.0668756530825496|0.461538461538462|0.987980769230769|0.569711538461538|0.625|0.903846153846154|0.822115384615385|0.610576923076923|0.932692307692308
109|darkknightrisesthe|17052|98|2259|0.0655641566971616|0.0381773399014778|0.0393502228477598|0.0849753694581281|0.0259793572601454|0.0427515833919775|0.030494956603331|0.0507858315740089|0.987980769230769|0.237980769230769|0.971153846153846|0.997596153846154|0.245192307692308|0.870192307692308|0.415865384615385|0.641826923076923
110|darkstar|3893|11|555|0.045723092730542|0.0493192910351914|0.0267146159773953|0.0575391728743899|0.0274852298998202|0.0557410737220652|0.0495761623426663|0.0678140251733881|0.817307692307692|0.817307692307692|0.742788461538462|0.802884615384615|0.3125|0.985576923076923|0.992788461538461|0.939903846153846
111|daytheclowncriedthe|19193|56|1441|0.0441827749700412|0.0553847756994738|0.0271453133955088|0.0565310269369041|0.0484030636169437|0.0422549887979993|0.0441827749700412|0.0479341426561767|0.778846153846154|0.944711538461539|0.757211538461538|0.790865384615385|0.942307692307692|0.848557692307692|0.975961538461539|0.492788461538462
112|deadpoetssociety|11230|52|1576|0.0222617987533393|0.0368655387355298|0.0260017809439003|0.0269813000890472|0.0327693677649154|0.0260908281389136|0.0268032056990205|0.0492430988423865|0.0432692307692308|0.168269230769231|0.716346153846154|0.03125|0.53125|0.0673076923076923|0.141826923076923|0.572115384615385
113|deepcover|11940|44|1360|0.0448911222780569|0.0441373534338358|0.028643216080402|0.0538525963149079|0.0400335008375209|0.0390284757118928|0.0320770519262982|0.0515912897822446|0.798076923076923|0.588942307692308|0.822115384615385|0.742788461538462|0.776442307692308|0.759615384615385|0.533653846153846|0.677884615384615
114|deerhunterthe|16762|50|1479|0.0456986039852046|0.0408065863262141|0.0275623433957762|0.0550650280396134|0.0328719723183391|0.0431929364037704|0.0337071948454838|0.0427156663882592|0.8125|0.391826923076923|0.786057692307692|0.764423076923077|0.536057692307692|0.877403846153846|0.665865384615385|0.257211538461538
115|detroitrockcity|15260|61|1336|0.0408912188728702|0.0516382699868938|0.0303407601572739|0.0543250327653997|0.0407601572739187|0.0310615989515072|0.0557667103538663|0.0490170380078637|0.668269230769231|0.894230769230769|0.872596153846154|0.752403846153846|0.788461538461538|0.295673076923077|0.995192307692308|0.552884615384615
116|diehard|14402|71|1182|0.0440216636578253|0.0386057492014998|0.0213164838216914|0.0604777114289682|0.0255520066657409|0.0316622691292876|0.0379808359950007|0.0502013609220942|0.769230769230769|0.259615384615385|0.487980769230769|0.865384615384615|0.21875|0.348557692307692|0.882211538461539|0.617788461538462
117|dogdayafternoon|15061|64|1392|0.0490671270167984|0.0428258415775845|0.0193878228537282|0.0633424075426599|0.0277538012084191|0.0351902264125888|0.0291481309342009|0.0604209547838789|0.872596153846154|0.514423076923077|0.355769230769231|0.891826923076923|0.326923076923077|0.576923076923077|0.302884615384615|0.850961538461539
118|doorsthe|21759|117|1725|0.0441656326117928|0.0495427179557884|0.0321705960751873|0.0536789374511696|0.0511512477595478|0.043476262695896|0.038328967323866|0.0485316420791397|0.776442307692308|0.831730769230769|0.896634615384615|0.735576923076923|0.963942307692308|0.889423076923077|0.887019230769231|0.538461538461538
119|doubleindemnity|16597|30|1473|0.0229559558956438|0.0348255708863048|0.0132554076037838|0.0313912152798699|0.0219919262517322|0.033319274567693|0.0249442670362114|0.0385009339037175|0.0625|0.0865384615384615|0.0288461538461538|0.0985576923076923|0.108173076923077|0.447115384615385|0.0649038461538462|0.09375
120|dropdeadgorgeous|11108|66|1255|0.026377385667987|0.0451026287360461|0.0177349657904213|0.0364602088584804|0.0469931580842636|0.0288080662585524|0.0324090745408714|0.0588764854159165|0.129807692307692|0.629807692307692|0.21875|0.240384615384615|0.920673076923077|0.197115384615385|0.564903846153846|0.822115384615385
121|easya|11503|31|1222|0.0307745805442059|0.0517256367904025|0.0276449621837781|0.0326001912544554|0.0505954968269147|0.0344258019647049|0.0372946187950969|0.0632009041119708|0.310096153846154|0.901442307692308|0.788461538461538|0.139423076923077|0.959134615384615|0.526442307692308|0.872596153846154|0.896634615384615
122|edtv|13218|115|1812|0.0292782569223786|0.046149190497806|0.0186109850204267|0.0372976244515055|0.0347253744893327|0.0278408231199879|0.0329853230443335|0.0469057346043274|0.235576923076923|0.6875|0.290865384615385|0.264423076923077|0.598557692307692|0.146634615384615|0.600961538461538|0.418269230769231
123|election|14111|50|1426|0.0248033449082276|0.0515909574091135|0.0172206080362838|0.0267876125008858|0.0418822195450358|0.0286301466940685|0.0321734816809581|0.060307561476862|0.0841346153846154|0.891826923076923|0.1875|0.0264423076923077|0.817307692307692|0.192307692307692|0.543269230769231|0.848557692307692
124|enemyofthestate|12535|78|1709|0.0297566812923813|0.0360590347028321|0.0161148783406462|0.0429996011168728|0.0205823693657758|0.0262465097726366|0.0234543278819306|0.0467491025129637|0.247596153846154|0.129807692307692|0.112980769230769|0.444711538461538|0.0697115384615385|0.0721153846153846|0.0384615384615385|0.415865384615385
125|englishpatientthe|17382|47|1664|0.0369922908756185|0.0488436313427684|0.0230698423656656|0.0484409158900012|0.0383730295708204|0.0436083304567944|0.0347485904959153|0.0513749856173053|0.533653846153846|0.798076923076923|0.586538461538462|0.574519230769231|0.721153846153846|0.891826923076923|0.737980769230769|0.665865384615385
126|eternalsunshineofthespotlessmind|13094|45|1727|0.0227585153505422|0.0457461432717275|0.0187872307927295|0.0341377730258133|0.0381854284405071|0.0317702764625019|0.0259660913395448|0.0358179318771957|0.0576923076923077|0.65625|0.307692307692308|0.168269230769231|0.713942307692308|0.358173076923077|0.117788461538462|0.0552884615384615
127|evencowgirlsgettheblues|10653|49|751|0.0302262273537971|0.0411151788228668|0.0213085515817141|0.0410213085515817|0.0378297193278889|0.0318220219656435|0.0289120435558059|0.052473481648362|0.28125|0.415865384615385|0.485576923076923|0.396634615384615|0.701923076923077|0.360576923076923|0.271634615384615|0.682692307692308
128|eventhorizon|12741|16|1728|0.0319441174162154|0.0598854093085315|0.0183659053449494|0.0465426575622008|0.0171886037202731|0.0386939800643592|0.0251942547680716|0.0433246997880857|0.350961538461538|0.971153846153846|0.271634615384615|0.528846153846154|0.0168269230769231|0.742788461538462|0.0865384615384615|0.276442307692308
129|evildeadiideadbydawn|13451|22|837|0.0906995762396848|0.0337521373875548|0.033380417812802|0.0959036502862241|0.0226748940599212|0.0637870790275816|0.0593264441305479|0.0277302802765594|1|0.0528846153846154|0.932692307692308|1|0.129807692307692|0.992788461538461|0.997596153846154|0.00240384615384615
130|excalibur|14785|35|1292|0.0487656408522151|0.0578965167399391|0.0295569834291512|0.0636455867433209|0.0496449103821441|0.0414609401420358|0.0421373013189043|0.0700033818058844|0.867788461538462|0.966346153846154|0.84375|0.899038461538462|0.954326923076923|0.836538461538462|0.959134615384615|0.956730769230769
131|fabulousbakerboysthe|14631|42|2003|0.0203677123914975|0.0436743899938487|0.0155833504203404|0.0253571184471328|0.0395735083042854|0.0275442553482332|0.0286378237987834|0.0682796801312282|0.0216346153846154|0.569711538461538|0.0865384615384615|0.0192307692307692|0.754807692307692|0.139423076923077|0.242788461538462|0.944711538461539
132|faceoff|13588|47|1306|0.0468060052987931|0.0389314100677068|0.0252428613482485|0.0683691492493377|0.0274506917868708|0.0385634383279364|0.0357668531056815|0.0472475713865175|0.836538461538462|0.276442307692308|0.677884615384615|0.949519230769231|0.310096153846154|0.730769230769231|0.783653846153846|0.442307692307692
133|familymanthe|15868|35|1886|0.0227501890597429|0.0482102344340812|0.0133602218300983|0.0289261406604487|0.0491555331484749|0.0228132089740358|0.0368036299470633|0.0514242500630199|0.0552884615384615|0.78125|0.0336538461538462|0.0649038461538462|0.949519230769231|0.00961538461538462|0.848557692307692|0.668269230769231
134|fantasticfour|15938|47|1712|0.0480612372945163|0.0409085205170034|0.0169406449993726|0.0510729075166269|0.0414732086836491|0.0412849792947672|0.0336930606098632|0.047810264776007|0.853365384615385|0.399038461538462|0.163461538461538|0.65625|0.802884615384615|0.831730769230769|0.663461538461538|0.480769230769231
135|fargo|9359|44|1187|0.0338711400790683|0.0407094775082808|0.01773693770702|0.0350464793247142|0.0282081418955017|0.0236136339352495|0.0289560850518218|0.0471204188481675|0.418269230769231|0.382211538461538|0.221153846153846|0.189903846153846|0.350961538461538|0.0192307692307692|0.283653846153846|0.432692307692308
136|fasttimesatridgemonthigh|13309|74|1559|0.0241190172064017|0.0460590577804493|0.024795251333684|0.0371177398752724|0.0338868434893681|0.0274250507175595|0.0290780674731385|0.0480126230370426|0.0793269230769231|0.675480769230769|0.663461538461538|0.262019230769231|0.572115384615385|0.132211538461538|0.300480769230769|0.502403846153846
137|fatalinstinct|15902|50|1537|0.0473525342724186|0.0375424474908816|0.0224500062885172|0.055401836247013|0.0260973462457553|0.0350270406238209|0.0318198968683185|0.0503081373412149|0.841346153846154|0.197115384615385|0.536057692307692|0.766826923076923|0.254807692307692|0.567307692307692|0.519230769230769|0.620192307692308
138|faultinourstarsthe|13179|29|1637|0.0267850368009712|0.0504590636618863|0.0201836254647545|0.0398361028909629|0.0460581227710752|0.0399878594734047|0.0318688823127703|0.0491691327111314|0.141826923076923|0.853365384615385|0.418269230769231|0.355769230769231|0.896634615384615|0.793269230769231|0.524038461538462|0.564903846153846
139|fearandloathinginlasvegas|12902|55|1320|0.0488296388156875|0.0428615718493257|0.0358859091613703|0.058750581305224|0.0356533870717718|0.0406138583165401|0.0337932103549837|0.0500697566268796|0.870192307692308|0.519230769230769|0.956730769230769|0.824519230769231|0.646634615384615|0.814903846153846|0.673076923076923|0.610576923076923
140|feast|10260|31|1313|0.0610136452241715|0.0369395711500975|0.0233918128654971|0.0604288499025341|0.0291423001949318|0.0337231968810916|0.0334307992202729|0.0630604288499025|0.978365384615385|0.180288461538462|0.612980769230769|0.862980769230769|0.403846153846154|0.483173076923077|0.641826923076923|0.887019230769231
141|ferrisbuellersdayoff|13093|70|1785|0.0337584969067441|0.038111968227297|0.0274192316505003|0.0387993584358054|0.034904147254258|0.0352096540135951|0.0321545864202245|0.0509432521194531|0.411057692307692|0.235576923076923|0.778846153846154|0.331730769230769|0.610576923076923|0.579326923076923|0.540865384615385|0.653846153846154
142|fightclub|16549|71|2201|0.0393377243337966|0.0378874856486797|0.0204846214272766|0.0473140371019397|0.0268294156746631|0.0302737325518158|0.0289443470904586|0.0394585775575564|0.615384615384615|0.213942307692308|0.439903846153846|0.545673076923077|0.28125|0.240384615384615|0.278846153846154|0.117788461538462
143|fiveeasypieces|9517|24|1252|0.0283702847535988|0.035200168120206|0.0215404013869917|0.0279499842387307|0.0350950929914889|0.0309971629715246|0.0241672796049175|0.038562572239151|0.199519230769231|0.100961538461538|0.5|0.0480769230769231|0.620192307692308|0.290865384615385|0.0480769230769231|0.0961538461538462
144|forrestgump|14138|119|1824|0.0268779176686943|0.0483802518036497|0.016904795586363|0.0309096053189984|0.0391144433441788|0.0289291271749894|0.0268779176686943|0.0613240911019946|0.146634615384615|0.795673076923077|0.158653846153846|0.0889423076923077|0.737980769230769|0.204326923076923|0.144230769230769|0.865384615384615
145|fourrooms|13378|28|1358|0.0338615637613993|0.0411870234713709|0.0239946180296008|0.0367767977276125|0.0340110629391538|0.0316190760950815|0.0290028404843773|0.0421587681267753|0.413461538461538|0.423076923076923|0.637019230769231|0.25|0.579326923076923|0.346153846153846|0.290865384615385|0.235576923076923
146|frances|15242|80|1770|0.0438918777063378|0.0502558719328172|0.0204041464374754|0.0415299829418711|0.0452696496522766|0.0449416087127674|0.0362157197218213|0.0597690591785855|0.762019230769231|0.846153846153846|0.432692307692308|0.411057692307692|0.882211538461539|0.903846153846154|0.819711538461539|0.838942307692308
147|frankenstein|17498|58|1355|0.0530917819179335|0.0505772088238656|0.0472625442907761|0.0718939307349411|0.0634929706252143|0.0482340838953023|0.0416047548291233|0.049148474111327|0.944711538461539|0.860576923076923|0.995192307692308|0.963942307692308|0.995192307692308|0.954326923076923|0.949519230769231|0.560096153846154
148|freaked|12675|58|1260|0.0399211045364892|0.0457593688362919|0.037948717948718|0.0500197238658777|0.034792899408284|0.0328994082840237|0.0403155818540434|0.0418145956607495|0.641826923076923|0.658653846153846|0.96875|0.620192307692308|0.600961538461538|0.413461538461538|0.9375|0.21875
149|freddyvs.jason|14550|51|1303|0.0492096219931271|0.0404810996563574|0.0303092783505155|0.0752577319587629|0.0271477663230241|0.0443298969072165|0.0364948453608247|0.050446735395189|0.877403846153846|0.362980769230769|0.867788461538462|0.980769230769231|0.295673076923077|0.899038461538462|0.836538461538462|0.627403846153846
150|frenchconnectionthe|11809|50|1110|0.0389533406723685|0.0351426877805064|0.0120247269032094|0.0453044288254721|0.0166821915488187|0.036751630112626|0.0310779913625201|0.0315013972393937|0.603365384615385|0.0985576923076923|0.0120192307692308|0.502403846153846|0.00961538461538462|0.663461538461538|0.471153846153846|0.00961538461538462
151|frequency|16221|51|1571|0.0356944701313113|0.0350779853276617|0.0360027125331361|0.0487639479686826|0.0217002650884656|0.0307009432217496|0.0286665433697059|0.0630663954133531|0.487980769230769|0.0961538461538462|0.959134615384615|0.588942307692308|0.0985576923076923|0.271634615384615|0.247596153846154|0.889423076923077
152|fridaythe13thpartviiijasontakesmanhattan|14485|35|1269|0.0423196410079393|0.0474974111149465|0.0232654470141526|0.0559889540904384|0.0206420434932689|0.0347255781843286|0.0392129789437349|0.0344494304452882|0.709134615384615|0.764423076923077|0.603365384615385|0.774038461538462|0.0745192307692308|0.552884615384615|0.908653846153846|0.0264423076923077
153|fromdusktilldawn|12727|34|1063|0.0579869568633614|0.0429794924176947|0.0351221811895969|0.0651371100809303|0.0335507189439774|0.0381079594562741|0.0325292684843247|0.0595584191089809|0.966346153846154|0.533653846153846|0.942307692307692|0.918269230769231|0.557692307692308|0.723557692307692|0.569711538461538|0.834134615384615
154|fromheretoeternity|20714|67|1672|0.0657526310707734|0.0407936661195327|0.0200830356280776|0.0672492034372888|0.0328280390074346|0.0434005986289466|0.0392488172250652|0.058993917157478|0.990384615384615|0.389423076923077|0.413461538461538|0.9375|0.533653846153846|0.884615384615385|0.911057692307692|0.826923076923077
155|fugitivethe|15411|88|1668|0.029005255985984|0.0389981182272403|0.016157290247226|0.0563882940756602|0.0177146194276815|0.0310816948932581|0.0258257089092207|0.0585945104146389|0.223557692307692|0.28125|0.120192307692308|0.783653846153846|0.0216346153846154|0.300480769230769|0.112980769230769|0.814903846153846
156|g.i.jane|13105|55|1370|0.0301411674933232|0.0384586035864174|0.0222815719191148|0.0396795116367799|0.0228157191911484|0.0293780999618466|0.0250286150324304|0.0651659671880961|0.274038461538462|0.252403846153846|0.53125|0.350961538461538|0.139423076923077|0.216346153846154|0.0697115384615385|0.911057692307692
157|gandhi|27408|136|1965|0.0402437244600117|0.0471030356100409|0.0220738470519556|0.0586690017513135|0.0398058960887332|0.0344424985405721|0.0364492119089317|0.0731538237011092|0.646634615384615|0.733173076923077|0.519230769230769|0.822115384615385|0.766826923076923|0.528846153846154|0.831730769230769|0.978365384615385
158|gangrelated|13606|66|1700|0.0496839629575187|0.0388064089372336|0.0238130236660297|0.0630604145230046|0.0210201381743349|0.0413788034690578|0.0286638247831839|0.0472585623989416|0.889423076923077|0.271634615384615|0.625|0.887019230769231|0.0889423076923077|0.834134615384615|0.245192307692308|0.444711538461538
159|getcarter|8977|32|1220|0.03609223571349|0.0425531914893617|0.0232817199509859|0.0424417957001225|0.0279603430990309|0.0392113178121867|0.0279603430990309|0.0395455051799042|0.502403846153846|0.497596153846154|0.605769230769231|0.430288461538462|0.338942307692308|0.766826923076923|0.201923076923077|0.125
160|ghost|14581|34|1437|0.0377889033673959|0.0362800905287703|0.0197517317056443|0.0520540429325835|0.0306563335848021|0.0337425416638091|0.0376517385638845|0.0408065290446471|0.569711538461538|0.137019230769231|0.396634615384615|0.694711538461538|0.449519230769231|0.485576923076923|0.877403846153846|0.173076923076923
161|ghostbusters2|12828|42|1374|0.033910196445276|0.0492672279388837|0.0258808855628313|0.0449797318366074|0.0359370127845338|0.0327408793264733|0.0322731524789523|0.0496570003118179|0.423076923076923|0.814903846153846|0.711538461538462|0.492788461538462|0.653846153846154|0.401442307692308|0.550480769230769|0.596153846153846
162|ghostship|14493|17|1540|0.0369833712826882|0.0347754088180501|0.0153177395984268|0.053543089767474|0.0180776926792245|0.0282205202511557|0.036086386531429|0.0296004967915545|0.53125|0.0817307692307692|0.0769230769230769|0.730769230769231|0.0288461538461538|0.163461538461538|0.802884615384615|0.00721153846153846
163|ghostworld|12481|67|1671|0.0204310552039099|0.0496755067702908|0.0212322730550437|0.0279625030045669|0.0412627193333868|0.0310872526239885|0.0282028683599071|0.0479128274977967|0.0240384615384615|0.834134615384615|0.480769230769231|0.0504807692307692|0.798076923076923|0.302884615384615|0.221153846153846|0.490384615384615
164|gladiator|13687|44|1242|0.0528238474464821|0.0504858624972602|0.025790896471104|0.0781033097099437|0.0410608606707094|0.0469788850734273|0.0328048513187696|0.0732812157521736|0.939903846153846|0.858173076923077|0.709134615384615|0.985576923076923|0.793269230769231|0.9375|0.586538461538462|0.980769230769231
165|godfather|18321|49|1676|0.0272910867310736|0.04372032094318|0.0189400141913651|0.0384258501173517|0.0372250423011844|0.0353692484034714|0.0304568527918782|0.0636428142568637|0.15625|0.572115384615385|0.322115384615385|0.322115384615385|0.682692307692308|0.59375|0.413461538461538|0.903846153846154
166|godfatherpartii|22807|101|2056|0.0281054062349279|0.0467400359538738|0.0171438593414303|0.0359538738106722|0.0438900337615644|0.0309115622396633|0.0315254088656991|0.0653746656728198|0.1875|0.716346153846154|0.180288461538462|0.213942307692308|0.853365384615385|0.28125|0.492788461538462|0.915865384615385
167|godsandmonsters|12985|33|1653|0.0302656911821332|0.0435117443203697|0.0197150558336542|0.0415094339622642|0.0404312668463612|0.0318829418559877|0.0330381209087409|0.0473623411628803|0.288461538461538|0.5625|0.391826923076923|0.408653846153846|0.783653846153846|0.365384615384615|0.605769230769231|0.454326923076923
168|godzilla|15259|83|1519|0.0376171439806016|0.0313913100465299|0.0178255455796579|0.0554426895602595|0.016842519169015|0.0289009764729012|0.0317189855167442|0.0384035651091159|0.560096153846154|0.0168269230769231|0.230769230769231|0.769230769230769|0.0120192307692308|0.201923076923077|0.512019230769231|0.0889423076923077
169|gonein60seconds|15051|49|1878|0.0298319048568201|0.0403959869776095|0.02265630190685|0.0407281908178859|0.0308285163776493|0.0316922463623679|0.0285695302637699|0.0437180253803734|0.254807692307692|0.353365384615385|0.552884615384615|0.382211538461538|0.456730769230769|0.353365384615385|0.233173076923077|0.290865384615385
170|goodwillhunting|13017|37|1716|0.0276561419681954|0.0449412306983176|0.0192824767611585|0.0344165322270877|0.0384881309057386|0.0270415610355689|0.0336483060613045|0.0480909579780287|0.173076923076923|0.620192307692308|0.338942307692308|0.173076923076923|0.723557692307692|0.100961538461538|0.661057692307692|0.509615384615385
171|graduatethe|12644|56|1954|0.0276811135716545|0.0457924707371085|0.0116260677000949|0.0321100917431193|0.0300537804492249|0.0247548244226511|0.0270484024043024|0.0385953812084783|0.175480769230769|0.663461538461538|0.00961538461538462|0.117788461538462|0.430288461538462|0.0432692307692308|0.165865384615385|0.0985576923076923
172|greenmilethe|17532|39|1615|0.0517910107232489|0.0413529545973078|0.0331964407939767|0.0548710928587725|0.0286903947068218|0.0433493041295916|0.0346794433036733|0.0401551448779375|0.925480769230769|0.439903846153846|0.927884615384615|0.762019230769231|0.379807692307692|0.882211538461539|0.733173076923077|0.149038461538462
173|griftersthe|12815|38|1371|0.0363636363636364|0.0478345688646118|0.0170113148653921|0.0417479516191963|0.037846273897776|0.0391728443230589|0.0391728443230589|0.0497073741708935|0.512019230769231|0.766826923076923|0.170673076923077|0.413461538461538|0.704326923076923|0.764423076923077|0.90625|0.598557692307692
174|grossepointblank|10776|47|1142|0.0305308092056422|0.0401818856718634|0.0147550111358575|0.0410170749814402|0.0310876020786934|0.0333147735708983|0.0289532293986637|0.0496473645137342|0.305288461538462|0.34375|0.0600961538461539|0.391826923076923|0.463942307692308|0.444711538461538|0.28125|0.59375
175|hackers|8160|62|1154|0.0345588235294118|0.0446078431372549|0.032843137254902|0.0488970588235294|0.0272058823529412|0.0371323529411765|0.0286764705882353|0.0501225490196079|0.447115384615385|0.612980769230769|0.913461538461539|0.596153846153846|0.298076923076923|0.6875|0.252403846153846|0.615384615384615
176|halloweenthecurseofmichaelmyers|13681|34|1029|0.0496308749360427|0.042979314377604|0.0326730502156275|0.0687815218185805|0.0347196842336087|0.0431255025217455|0.04356406695417|0.046560923909071|0.887019230769231|0.53125|0.903846153846154|0.951923076923077|0.596153846153846|0.875|0.966346153846154|0.403846153846154
177|hardrain|11447|19|1142|0.0462129815672229|0.0442037214990827|0.0178212632130689|0.0534637896392068|0.0288285140211409|0.0265571765528086|0.0283043592207565|0.0558224862409365|0.824519230769231|0.59375|0.228365384615385|0.728365384615385|0.389423076923077|0.0793269230769231|0.223557692307692|0.78125
178|hauntingthe|16485|19|1327|0.0368820139520776|0.0403397027600849|0.0218380345768881|0.045859872611465|0.0393691234455566|0.0394297846527146|0.0315438277221717|0.0500454959053685|0.528846153846154|0.350961538461538|0.514423076923077|0.514423076923077|0.75|0.783653846153846|0.495192307692308|0.605769230769231
179|hellboundhellraiserii|15333|23|913|0.034174655970782|0.0392617230809365|0.0277832126785365|0.0441531337637775|0.0303267462336138|0.0365877519076502|0.0361964390530229|0.0472184177916911|0.4375|0.298076923076923|0.795673076923077|0.480769230769231|0.435096153846154|0.658653846153846|0.817307692307692|0.435096153846154
180|hellraiser|9783|23|1286|0.0413983440662374|0.0441582336706532|0.0325053664520086|0.0517223755494225|0.0274966779106614|0.0482469590105285|0.0337319840539712|0.0454870694061127|0.685096153846154|0.591346153846154|0.899038461538462|0.670673076923077|0.314903846153846|0.956730769230769|0.668269230769231|0.367788461538462
181|hellraiser3hellonearth|12473|33|784|0.0373606991100778|0.0358374088030145|0.0257355888719634|0.0502685801330875|0.0277399182233625|0.0424917822496593|0.0322296159704963|0.0434538603383308|0.548076923076923|0.127403846153846|0.704326923076923|0.632211538461538|0.324519230769231|0.858173076923077|0.545673076923077|0.28125
