movie,entropy,pctRecordsDropped,pctTokensDropped,dialogueIndentCount,characterIndentCount,descriptionIndentCount,settingIndentCount,characterDirectionIndentCount,mixedCharacterWithDialogueIndentCount,mixedDescriptionWithDialogueIndentCount
pointbreak,1.10712176873731,0.0352362204724409,0.0140735502121641,1,1,1,1,2,0,0
invictus,1.10725329427465,0.00288683602771363,0.00110877037365562,1,2,1,1,1,0,0
deerhunterthe,1.11046694207939,0.0502471169686985,0.0205514147188653,1,1,1,1,1,0,0
case39,1.11434309970833,0.00878859857482185,0.00233038737193862,1,1,1,1,0,0,0
excalibur,1.11564860199393,0.0259649122807018,0.0106156289953896,1,1,1,1,1,0,0
midnightcowboy,1.11639089101716,0.0102786042737355,0.00363378952336008,1,1,1,1,2,0,0
pearlharbor,1.11792891808101,0.011472275334608,0.00607836414076868,1,1,1,1,1,0,0
insidious,1.12031254495835,0.00437467833247555,0.00100613261786125,1,1,1,1,0,0,0
arcade,1.12266333320555,0.0707768869228643,0.0252140150629181,1,2,1,1,2,0,0
xfilesfightthefuturethe,1.12841950398234,0.0393895648587338,0.015000364086507,1,2,1,1,1,0,0
witness,1.1301387644248,0.0568348848603626,0.020046403712297,1,1,1,1,1,0,0
terminator,1.1307735465095,0.0976390556222489,0.0314000738825268,2,2,1,2,2,0,0
thunderheart,1.13407494821536,0.0157174933659931,0.00487140180548459,1,1,1,1,1,0,0
ringu,1.13523124455357,0.0305810397553517,0.0168699058570797,1,2,1,1,1,0,0
riseoftheguardians,1.1362714234895,0.00840500390930414,0.00253461451161383,1,1,1,1,0,0,0
slingblade,1.13645513348046,0.038343919077864,0.0174030118679565,1,1,1,1,2,0,0
ghostship,1.13788334688965,0.0252904989747095,0.00949734571997346,1,1,1,1,2,0,0
kalifornia,1.14046900375974,0.0478551411942229,0.0165998173225845,1,1,1,1,1,0,0
matrixthe,1.14397048409587,0.0015377855887522,0.000804792989358848,1,1,1,1,0,0,0
warrior,1.1455163613503,0.000737463126843658,0.000404749055585537,1,1,1,1,0,0,0
raisingarizona,1.14974782992116,0.0105633802816901,0.00384551769765134,1,1,1,1,1,0,0
frequency,1.15058666302487,0.0398799313893654,0.0154850463033247,1,1,1,1,2,0,0
warhorse,1.1512437410265,0.00232504068821204,0.000754179410902083,1,1,1,1,0,0,0
cellthe,1.15268760040514,0.0013598041881969,0.00116014888577367,1,1,1,2,1,0,0
cliffhanger,1.15375996190085,0.068608287724785,0.0244359017215444,1,2,1,2,3,0,0
super8,1.16078513204799,0.00428449014567267,0.00130261336806969,1,1,1,1,0,0,0
xxx,1.1643871491366,0.0158083832335329,0.00524401590120951,1,1,1,1,1,0,0
howtotrainyourdragon2,1.1650491100256,0.00396196513470682,0.0017338977000357,1,1,1,1,0,0,0
assignmentthe,1.17507437015946,0.023677678059958,0.00801539966549907,1,1,1,1,1,0,0
leviathan,1.17558507930449,0.00899325505870597,0.00463275745584403,1,2,1,1,0,0,0
blackrain,1.17561261507415,0.0653705953827461,0.0270440556390249,1,1,1,1,2,0,0
longkissgoodnightthe,1.1778307602909,0.0217038539553753,0.00612500922441148,1,1,1,1,1,0,0
signs,1.17862320493643,0.0648262262755731,0.0176551094890511,1,1,1,1,1,0,0
starwarstheempirestrikesback,1.17864299990336,0.0456012045601205,0.0161667241313259,1,1,1,1,2,0,0
prettywomanfinalscript,1.17981102960098,0.00282317979197623,0.00211307529763439,1,1,1,1,0,0,0
strangedays,1.18221148384353,0.0527404343329886,0.0197698436116849,1,1,1,1,2,0,0
manintheironmask,1.18413639949272,0.00780553077609277,0.00421200421200421,1,1,1,1,1,0,0
1492conquestofparadise,1.18545597685814,0.0495927168183996,0.0165634319798119,1,1,1,1,2,0,0
annakarenina,1.18603540901454,0.00951575385916684,0.00256914009369805,1,2,1,1,0,0,0
fantasticfour,1.18748105392528,0.0205227910995895,0.00893607271060872,1,1,1,1,2,0,0
hesher,1.1887043956898,0.025470126160438,0.00513186666071668,1,2,1,1,0,0,0
lastofthemohicansthe,1.18897549744167,0.0591492574880443,0.0255937755937756,1,1,1,1,1,0,0
tosleepwithanger,1.1895715715494,0.00949691991786448,0.00221338874333725,1,1,1,1,1,0,0
kundun,1.19002373558448,0.00796524257784214,0.0058453830264141,1,1,1,2,2,0,0
aliennation,1.19088250200164,0.0513860716700473,0.0197136251166187,1,1,1,1,1,0,0
thingthe,1.19092219142875,0.0472875660105617,0.0170737274594841,1,2,1,1,1,0,0
hardrain,1.19119583479874,0.0367336808140978,0.0171106557377049,1,1,1,1,1,0,0
flight,1.19238114958227,0.00220863064899762,0.00081964525753254,1,1,1,1,0,0,0
hollowman,1.19276703058839,0.0150360016941974,0.00548469387755102,1,1,1,1,1,0,0
gandhi,1.19317171679165,0.0785479382747281,0.0317353565498834,1,2,1,1,1,0,0
lordofillusions,1.19365999733735,0.0417070805043647,0.0157556598001224,1,1,1,1,1,0,0
hellraiser3hellonearth,1.19887323373885,0.0560344827586207,0.0340498471231354,1,1,1,1,7,0,0
se7en,1.19903411329945,0.0352406902815622,0.0106771308632962,1,2,1,1,3,0,0
idesofmarchthe,1.2030105357164,0.0238334169593578,0.00668733661620767,1,1,1,1,1,0,0
relicthe,1.20406090541062,0.0255419617943765,0.0117866686189099,1,1,1,1,1,0,0
interviewwiththevampire,1.20637644099247,0.00656554222322844,0.00185048112509252,1,1,1,1,1,0,0
onlygodforgives,1.20800312100322,0.00390080802451937,0.00149349263921485,1,1,1,1,0,0,0
gladiator,1.20949408777995,0.028754700287547,0.0112733241188666,1,1,1,1,1,0,0
cedarrapids,1.2112228946766,0.00167714884696017,0.000557987810112456,1,1,1,1,0,0,0
unbreakable,1.21149095971481,0.0243326246161115,0.00934301609546864,1,2,1,1,2,0,0
sixthsensethe,1.21188604624696,0.0683393070489845,0.0220524712408494,1,1,1,1,2,0,0
beginners,1.21346983333201,0.000819224467504096,0.000292500292500293,1,1,1,2,0,0,0
vforvendetta,1.21383938595389,0.00213633715284521,0.00122659252596288,1,2,1,1,0,0,0
insomnia,1.21626635542943,0.0266517357222844,0.0119876256767208,1,2,1,1,1,0,0
underfire,1.21758613881564,0.0740588356305287,0.0249698249849125,1,1,1,1,1,0,0
airforceone,1.21790831272226,0.0188565697091274,0.00763479568020887,1,1,1,1,1,0,0
easya,1.21858112643181,0.00293652586401626,0.0011909076787656,1,1,1,1,0,0,0
freddyvs.jason,1.21862430892456,0.0354295837023915,0.0134592288897171,1,1,1,1,2,0,0
metro,1.21906274021233,0.0338712891014146,0.0119256401262715,1,1,1,1,1,0,0
colorofnight,1.21938014370893,0.00151613601906,0.000562619556655789,1,1,1,1,0,0,0
starwarsanewhope,1.22217706723027,0.0257679180887372,0.011324178058623,1,1,1,1,1,0,0
searchersthe,1.22342153403831,0.0827573663150237,0.0280407508107577,1,1,1,1,1,0,0
freaked,1.22437199207,0.0011831519167061,0.000664893617021277,1,2,1,1,0,0,0
thirteendays,1.22659612471659,0.0176596503745986,0.0061525209954779,1,1,1,1,1,0,0
pianistthe,1.226984549343,0.0509175497544585,0.0205130715754431,1,1,1,1,1,0,0
lincoln,1.22742008228598,0.00288850375505488,0.000935234977788169,1,2,1,1,0,0,0
amour,1.22765066821093,0.00446760982874162,0.00114007752527172,1,1,1,1,0,0,0
lifeasahouse,1.22827767875174,0.0126661129568106,0.00370576984379981,1,1,1,1,1,0,0
rushhour,1.22843665076932,0.0760182966673927,0.0308045098413912,1,1,1,1,1,0,0
avengersthe2012,1.22988491395309,0.00319707695820964,0.00146356162024881,1,1,1,1,0,0,0
daytheclowncriedthe,1.23033358914428,0.0812096500169895,0.0317946302402261,1,1,1,1,1,0,0
losthighway,1.23083657840059,0.0801667075263545,0.0304750261962976,1,1,1,1,1,0,0
bones,1.23101550893747,0.0294722412611378,0.0320681585490712,1,1,1,3,2,0,0
highfidelity,1.23102906648178,0.0250385208012327,0.011419778083745,1,1,1,1,1,0,0
fromheretoeternity,1.23129052127717,0.0154284002396645,0.00586840888066605,1,1,1,1,1,0,0
coolerthe,1.23164564951443,0.040189785096288,0.0161558206250944,1,1,1,1,1,0,0
meninblack,1.23182590325735,0.0137790252615463,0.00526667781307474,2,1,1,1,1,0,0
evencowgirlsgettheblues,1.23189854487466,0.0185069008782936,0.00842586909212656,1,1,1,1,1,0,0
machete,1.23260317595172,0.0049800796812749,0.00205367891792366,1,2,1,1,0,0,0
sleepyhollow,1.23276141160055,0.0332340132936053,0.0152097540814218,1,1,1,1,2,0,0
election,1.23340216907997,0.000714966634890372,0.000522147767818293,1,1,1,1,0,0,0
storytelling,1.2335751283728,0.0207086976530143,0.0104141141876991,1,1,1,1,1,0,0
limitless,1.23521378985782,0.0244701769718156,0.00584929992630803,1,1,1,1,0,0,0
croodsthe,1.23558680914804,0.00794585050029429,0.00333900333900334,1,1,1,1,0,0,0
godfather,1.23611023765392,0.031331592689295,0.0123681106754646,1,1,1,1,1,0,0
faceoff,1.23616968799996,0.033611549740582,0.015698154778298,1,1,1,1,2,0,0
platoon,1.2361701485344,0.0614997713763146,0.0252968693774739,1,1,1,1,1,0,0
ladykillersthe,1.23636842346958,0.00348280365694384,0.00178944229048613,1,1,1,1,1,0,0
darkknightrisesthe,1.23738014535944,0.00117587770871829,0.000606731146721867,1,1,1,1,0,0,0
30minutesorless,1.23748075618925,0.0033193184332817,0.00133779264214047,1,1,1,1,0,0,0
blow,1.23988733649246,0.00229621125143513,0.000609613130128957,1,1,1,1,1,0,0
janeeyre,1.24041883490565,0.00137713948455636,0.000691217695172997,1,1,1,1,0,0,0
takingsides,1.24072782251936,0.0367924528301887,0.0165673991921681,1,1,1,1,1,0,0
bound,1.24095409817076,0.0020671834625323,0.00100272965294413,1,1,1,1,0,0,0
48hrs.,1.24109136660904,0.000919117647058824,0.000658494580083072,1,2,1,1,1,0,0
helpthe,1.24153126924712,0.002708192281652,0.00121207800078429,1,1,1,1,0,0,0
coldmountain,1.243381641142,0.0447906523855891,0.0189949677510809,1,1,1,1,1,0,0
waroftheworlds,1.24395966762234,0.00517241379310345,0.00584255842558426,1,1,1,1,0,0,0
greenmilethe,1.24445314294494,0.0343583902809415,0.012384752992982,1,1,1,1,2,0,0
manhattanmurdermystery,1.2448398437665,0.000291375291375291,0.000136739047202319,1,2,1,1,0,0,0
fatalinstinct,1.24619424236469,0.0416579443165166,0.0178619238860203,1,1,1,1,1,0,0
arthur,1.24695570997134,0.00109697235629662,0.000447894893998209,1,2,1,1,0,0,0
jennifereight,1.24707355817422,0.0161671924290221,0.0146487024143232,1,1,1,2,4,0,0
hitchcock,1.24733283999673,0.032,0.00685883770506998,1,1,1,1,0,0,0
ronin,1.2480273089595,0.0686782256248593,0.0330084519911673,1,2,1,1,2,0,0
millerscrossing,1.248389278405,0.0145660530042484,0.00649571358434986,1,2,1,1,4,0,0
wallstreetmoneyneversleeps,1.24947124166358,0.00543682039745032,0.00197532854954447,1,1,1,1,0,0,0
italianjobthe,1.24987490932569,0.0264293419633225,0.0131981733326642,1,1,1,1,1,0,0
bigfish,1.25002604375621,0.0316939890710383,0.0110591583655214,1,1,1,1,1,0,0
walkingtall,1.25018263511458,0.00261951538965291,0.001407789770061,1,1,1,1,0,0,0
chasingamy,1.25091124404504,0.06437425029988,0.0377921210772313,1,1,1,3,1,0,0
starwarsattackoftheclones,1.25143685145269,0.000502638853983413,7.73395204949729e-05,1,1,1,1,1,0,0
scream2,1.25229259272729,0.0195039730315435,0.00858478106268414,1,1,1,1,1,0,0
leavinglasvegas,1.25416145643489,0.00186616902159424,0.00121084495919979,2,2,1,1,1,0,0
klute,1.25633746954995,0.0506034300232903,0.016639151968025,1,1,1,1,1,0,0
tombstone,1.25813570286055,0.0158210583742499,0.00816298765348117,1,1,1,1,1,0,0
laboroflove,1.25894471476579,0.0623430962343096,0.024115437833564,1,1,1,1,2,0,0
whenastrangercalls,1.26233954514168,0.0624652970571905,0.0235420585864015,1,1,1,1,1,0,0
frenchconnectionthe,1.26258408381763,0.0590476190476191,0.0262228193262676,1,2,1,1,1,0,0
shrekthethird,1.26307088108958,0.00114468864468864,0.000860914482494739,1,1,1,1,0,0,0
jacobsladder,1.2631891578954,0.0614206871995727,0.0273577672136175,1,1,1,1,1,0,0
henryfool,1.2635727832636,0.0370445344129555,0.0125688634972455,1,1,1,1,1,0,0
starman,1.26416724194011,0.071733229934083,0.0331454971824577,1,2,1,1,1,0,0
lostintranslation,1.26427272864754,0.0681176944780331,0.0282002534854246,1,1,1,1,1,0,0
whitesquall,1.26597980125519,0.0276253201609952,0.00852283300457777,1,2,1,1,2,0,0
butterflyeffectthe,1.26698231320296,0.0438761145002346,0.0165391044250902,1,1,1,1,1,0,0
jaws,1.26713526311154,0.0686943927167391,0.0289242407386806,1,1,1,1,2,0,0
losersthe,1.26728862531597,0.00470809792843691,0.0017364657814096,1,1,1,1,0,0,0
scream,1.26816566441621,0.020957370802572,0.00818399887117257,1,1,1,1,2,0,0
faultinourstarsthe,1.2684970692281,0.00205465379083624,0.00126851809903502,1,1,1,1,0,0,0
detroitrockcity,1.27041379705573,0.0333555703802535,0.0136065060994683,1,1,1,1,1,0,0
aptpupil,1.27283782303162,0.0219270503900485,0.00963975864900568,1,1,1,2,1,0,0
grossepointblank,1.272985277262,0.0230705850041197,0.00968112454192419,1,1,1,1,1,0,0
gonein60seconds,1.27456832641778,0.00691836331290769,0.00344493903619121,1,1,1,1,1,0,0
lonestar,1.27468858464605,0.0166531275385865,0.0056055790960452,1,1,1,1,1,0,0
savingprivateryan,1.2768341715173,0.013901549680948,0.00513176144244105,1,1,1,1,1,0,0
deadpoetssociety,1.27730051435707,0.00298804780876494,0.00164507505654946,1,2,1,1,6,0,0
hostage,1.27813224788939,0.0321266968325792,0.0148716210490636,1,1,1,1,2,0,0
upintheair,1.27899420310173,0.00141176470588235,0.000894642669192717,1,1,1,1,0,0,0
griftersthe,1.27919556584218,0.0519171231245535,0.0190852101230555,1,1,1,1,2,0,0
meanstreets,1.27988787612516,0.00511247443762781,0.00199297215083652,1,1,1,1,0,0,0
nickoftime,1.2800121433163,0.0231670754974107,0.00927276515940821,1,1,1,1,1,0,0
cars2,1.2802781724869,0.00267430754536772,0.000736026323764991,1,1,1,1,0,0,0
minorityreport,1.2803985697484,0.0889487870619946,0.0274574199954174,1,2,1,2,2,0,0
