id|movie|tokenCount|characterCount|sectionCount|genreList|Action|Adventure|Animation|Biography|Comedy|Crime|Drama|Family|Fantasy|Film-Noir|History|Horror|Music|Musical|Mystery|Romance|Sci-Fi|Short|Sport|Thriller|War|Western|PC1|PC2|PC3|PC4|PC5|PC6|PC7|PC8|genreCount
85|case39|13785|46|1391|Horror, Mystery, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0.0162164279800375|0.0314368102772137|0.0216078116217874|-0.00212612482675086|-0.00247049402095716|0.0639647553035378|0.0084168312788634|0.025726617208873|3
86|castaway|15675|42|1780|Adventure, Drama|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0155141765087947|0.0220213262649452|0.0479828200803451|-0.0155944371524843|0.00725922946487276|-0.00902129145018308|0.0171825868193023|0.0235550177639553|2
87|cedarrapids|14591|38|1427|Comedy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0754157404239878|-0.0153071037215025|0.0206904574259491|0.00115360644528498|0.0197633046865873|-0.0484352006909243|0.00762598526432512|0.0493674162741905|1
88|cellthe|12374|34|1207|Horror, Sci-Fi, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0.00974687806938702|-0.0167460909645333|-0.00880934884417327|0.0372986026822079|-0.086053066741743|0.0411903005469244|-0.00596708057828443|0.00713571911364459|3
89|chasingamy|12888|39|1320|Comedy, Romance|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0338056935277791|0.00219963782927459|0.0456039362923536|0.0640929426748955|0.0281809414243206|-0.0426949523769794|0.0808725352676561|0.0263516442408342|2
90|chinatown|14069|61|1604|Crime, Mystery, Thriller|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|-0.0154876812140806|0.0635063555892653|0.0134145278221016|0.0535045884383183|0.0293860990728012|0.0224899876134098|0.031151449531585|-0.0158283345753448|3
91|ciderhouserulesthe|15363|40|1787|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0696082479017976|-0.0139080153966821|0.0526111532045711|-0.00273467421265556|-0.00934191588618563|-0.00746423531357173|-0.0307418995239489|-0.0209319426960261|2
92|cincinnatikidthe|13366|43|1472|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0326529441917491|0.00319532664116158|0.0172857461995904|-0.0900172711192189|-0.0910219563126462|-0.00797103811275102|0.0110553325305935|-0.0174562697639888|1
93|cliffhanger|17771|26|1029|Action, Adventure, Thriller|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.024984802462639|0.0254661839682008|-0.00463222345268408|-0.0766443210809096|0.00512381006744568|0.0289961855631562|0.038722568490599|-0.1008551775223|3
94|codeofsilence|10386|48|1108|Action, Drama|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0107355211532356|0.0352235782424922|-0.0351850455542189|0.0210176358252171|-0.00231288625522792|-0.0446238572559621|0.00929725293587448|0.0448324197475938|2
95|coldmountain|16798|43|1589|Drama, Romance, War|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0.0361953468525758|-0.0904842918910937|0.0443963105938767|0.016183857879298|-0.0923074711095168|0.101834492682663|0.0310338925143766|-0.0311012558068819|3
96|colombiana|14168|46|1718|Action, Crime, Drama|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0121388472271081|0.026372051171572|-0.0902707791157201|-0.0147264869699398|-0.0309713261947758|-0.0169646979172872|0.0154051355136356|0.045741437579847|3
97|conanthebarbarian|12830|37|999|Action, Adventure, Fantasy|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0.139550918937613|-0.0124418925391085|0.00201917230635197|0.0172739643643186|0.0290557429525755|0.0237403277768881|0.0512379064232226|0.010444863826438|3
98|coolerthe|11932|37|1036|Comedy, Drama, Romance|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0376795436729129|-0.00162522091360242|0.0457379949771692|-0.0357761432454903|0.00709443174389137|-0.0145599297964326|-0.0185737553598327|-0.0240204001696123|3
99|copycat|16650|51|1179|Crime, Horror, Mystery, Thriller|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0.0497603164055347|0.0264665566322095|-0.00125489188852432|0.00831784678975745|-0.0120903689354293|-0.00652747176765598|-0.0430598368896432|0.0198462555337484|4
100|crash|9693|17|518|Drama, Romance, Thriller|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0.0139261918533977|0.0531483187761071|-0.00648328548245768|-0.00889067756783648|-0.0195385520882871|0.108340330821769|-0.0822334743695345|-0.0585996768941288|3
101|croodsthe|9299|16|1195|Adventure, Animation, Comedy|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0503566868910781|0.0335949221832517|0.0315664478218205|-0.121887553859741|-0.00958590311472374|-0.0724528954723778|0.00879580782890354|0.0213505583235175|3
102|crouchingtigerhiddendragon|6575|39|882|Action, Adventure, Drama, Fantasy, Romance|1|1|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0.0378498005902307|-0.0866757343604219|-0.0606621217207051|0.0607436542368392|0.0166037851439705|0.0369157247723538|-0.0537991649961023|-0.00892959575321232|5
103|croupier|10608|39|1397|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0510104884190959|-0.00722951792946839|0.0272644884809626|-0.0430499914526252|-0.00792873013996068|-0.0271934343442449|0.00567760463694742|-0.0715269060142872|2
104|crowsalvationthe|12169|39|1121|Action, Crime, Drama, Horror, Thriller|1|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0.111305996278195|0.000892602381853879|-0.0314185991510363|-0.018485016755341|0.0510670380736059|0.0537071326694379|-0.0321309322608833|-0.00662791578577829|5
105|crowthe|12899|39|1103|Action, Drama, Fantasy, Horror, Romance, Thriller|1|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|0|0|0|1|0|0|0.0636021313414172|0.038312702842483|-0.0132075379221813|-0.0104703552207642|-0.00878643089415197|0.0570202108223697|0.00260202365339675|0.0624584072377063|6
106|cruelintentions|9272|23|1591|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0412570162919504|-0.0568892941861644|0.0596677503782298|0.023972679134647|0.0521416692347267|0.00278840725217532|0.02197840622888|0.0220414033020311|2
107|danceswithwolves|20582|53|1513|Adventure, Drama, Western|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0.00362888190166548|-0.080620107555075|-0.065969148929347|-0.000207817765905865|0.0722250456391972|-0.117204492987433|0.0597035521750662|0.0436701076473931|3
108|darkcity|15312|65|1251|Mystery, Sci-Fi, Thriller|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|-0.00677550419371403|-0.105997356557723|-0.0142683128895658|-0.0361050707937311|-0.060336232768866|0.104050648409106|0.0406085302370656|-0.0203988765995677|3
109|darkknightrisesthe|17052|98|2259|Action, Crime, Thriller|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.141805135387592|-0.0073190595122115|-0.0196935664952769|0.0363726392135149|-0.0731701934623571|-0.0461110827936901|0.0411860355827679|0.0802846229041053|3
110|darkstar|3893|11|555|Comedy, Sci-Fi, Thriller|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0.0586647984184127|-0.0719871783330151|-0.0297836470101408|0.00847291498343166|0.07430653014508|0.0745987736044901|-0.111196170991554|-0.237839966167295|3
111|daytheclowncriedthe|19193|56|1441|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0308130504871241|-0.0679205648393445|0.086115240790341|-0.0824160342569652|-0.0113250991777318|0.00619107392062471|-0.0225260305187404|0.012011113897444|1
112|deadpoetssociety|11230|52|1576|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0674008302891525|0.0295825425258019|-0.000521120517142654|0.0882544763578821|-0.0221394622350322|-0.0516702602745153|-0.026492284243407|-0.0121652655476172|1
113|deepcover|11940|44|1360|Action, Crime, Thriller|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0286873649344866|-0.0301212210952632|0.0219739254328413|0.0197486064744936|-0.0034678309897793|-0.0160924567923136|0.0190776122511297|0.0577438907638137|3
114|deerhunterthe|16762|50|1479|Drama, War|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0.0416646981976475|0.00757339860907162|0.0438254237968061|0.0094941507290588|0.0245411931825348|0.0171120545450805|-0.00652353683684007|0.0244447074995112|2
115|detroitrockcity|15260|61|1336|Adventure, Comedy, Musical|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0.0228240204751015|-0.0485430123111619|0.0686671119650134|-0.109141483351099|-0.052931640029895|-0.126508797834446|-0.0998802803594156|-0.120145073652859|3
116|diehard|14402|71|1182|Action, Thriller|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0416057408387415|0.0161186934402066|-0.0425100412613826|-0.0547139005513218|-0.00971420191270395|-0.0592698433353345|-0.0453298496149427|-0.0146710980499612|2
117|dogdayafternoon|15061|64|1392|Comedy, Drama, Thriller|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0506074906352473|-0.016264432703041|-0.0910405221931536|-0.0246475480774546|-0.00319534915746625|-0.00179734573588238|0.0452228128793784|0.0339873831767589|3
118|doorsthe|21759|117|1725|Biography, Drama, Music|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0.0274169609304837|-0.0647382581771226|0.0929141019112835|-0.00257197639041991|-0.00344468436339095|-0.00995360159028763|-0.0147569747893821|0.071959939140761|3
119|doubleindemnity|16597|30|1473|Crime, Drama, Film-Noir|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|-0.0520905134652082|0.0824123236068773|-0.0112265868857502|0.0180746662082544|0.0499456875327776|0.0688427854111416|-0.0354427336929908|-0.0102823091554468|3
120|dropdeadgorgeous|11108|66|1255|Comedy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0550173711414606|-0.0433103006907981|-0.0164434253035619|-0.00921165422061502|0.00868954811253634|-0.034813360629993|-0.0387090849512065|0.0650626437756267|1
121|easya|11503|31|1222|Comedy, Romance|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0479498904614186|-0.0831553352916804|0.0275730056050577|0.0374560539896491|0.00113194234735859|-0.041736040154622|-0.0078529596609047|-0.0348737617893911|2
122|edtv|13218|115|1812|Comedy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0405877164677127|0.00955531353795639|0.0073576027868376|-0.0379245046574986|-0.0152222420803606|-0.0161739202268529|0.00132501078389384|-0.0139712234402912|1
123|election|14111|50|1426|Comedy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0761380077555811|-0.0414059513292225|-0.0178896593299084|-0.00320491508886466|0.00693216381895862|-0.00242948958009988|0.0245421499735981|-0.0493021112302995|1
124|enemyofthestate|12535|78|1709|Action, Drama, Thriller|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.0233692747634577|0.0642828132857957|-0.0676954256155706|0.00570235079745049|-0.0201773281454069|0.0047678143220116|0.00376493586970213|0.0172892964034806|3
125|englishpatientthe|17382|47|1664|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0.00635096145516062|-0.0318331748524682|0.0257395483504143|-0.00883895710430405|0.0186899217529868|0.0679509509857211|-0.0231433418400844|-0.00797255431157091|2
126|eternalsunshineofthespotlessmind|13094|45|1727|Drama, Romance, Sci-Fi|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|-0.0563340025339642|0.0336055020616767|0.0605098709874972|-0.0185816514427447|-0.0236842637350621|0.0625236404992596|-0.00398277405039792|0.076376101597118|3
127|evencowgirlsgettheblues|10653|49|751|Comedy, Drama, Romance|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0291593723671708|-0.00497500030804701|-0.0123986848242317|0.0218436707192006|-0.0013524324294935|-0.0102570821246195|-0.0238968702176081|0.0524605235253533|3
128|eventhorizon|12741|16|1728|Horror, Sci-Fi, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|-0.00476861319513054|0.0328184346662962|-0.0125954621286341|-0.0540889984728711|-0.0851140301631972|0.196297499819819|0.0953109592588678|-0.127023896199373|3
129|evildeadiideadbydawn|13451|22|837|Action, Comedy, Fantasy, Horror|1|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0.230727459921187|0.0169646064145711|0.122443062185546|-0.118932655923088|0.166246314371903|-0.0578412949302898|-0.0335699554924447|-0.0607516406672373|4
130|excalibur|14785|35|1292|Adventure, Drama, Fantasy|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0482151982912636|-0.128102087359298|-0.00891523836911329|-0.0392657807490367|-0.0399241323831103|-0.0182971205587978|-5.63988103527526e-05|-0.00215799573490122|3
131|fabulousbakerboysthe|14631|42|2003|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0864604964655249|-0.0374622976129213|-0.0768690603283856|0.0504158785868895|0.0270981849480915|-0.0163749550573796|-0.0257059471598525|-0.0264235184538267|2
132|faceoff|13588|47|1306|Action, Crime, Drama, Thriller|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0682144628644664|0.010962849846091|-0.0175303550205298|-0.0366728869103797|-0.0222177250075247|-0.0096418009836512|-0.0565643373251757|0.0368823312552841|4
133|familymanthe|15868|35|1886|Comedy, Romance|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0830788829784568|-0.0298689804922095|0.0196303230943725|-0.0750081775461727|0.0125692476107491|-0.0642738515223137|-0.0293790636015135|0.0438548312846704|2
134|fantasticfour|15938|47|1712|Action, Adventure, Fantasy, Sci-Fi|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0.023665257774997|-0.0181070403531434|0.0206312542200274|-0.0383298393720397|0.105990670287291|-0.0020454723618592|0.0290778360957435|0.0932109337037658|4
135|fargo|9359|44|1187|Comedy, Crime, Thriller|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.037853172131788|0.036998461423776|-0.0254569008424171|-0.0124011959676504|0.00431788104796475|-0.0596442780364188|0.0582698647505731|-0.0202033637313896|3
136|fasttimesatridgemonthigh|13309|74|1559|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0463043270861868|0.0113440781730927|0.00724576818846259|0.0151521697084243|-0.0751486386162483|-0.00213072679581338|-0.0179089720298796|-0.00832887852182057|2
137|fatalinstinct|15902|50|1537|Comedy, Crime, Thriller|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0383538361437375|0.0182103206093695|-0.0363806248082746|-0.0020203263284311|0.0248542886173412|-0.0361665389130771|0.0232336515760693|0.00449857213436731|3
138|faultinourstarsthe|13179|29|1637|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0368821274239076|-0.0353789411213504|0.0465094942969518|-0.0143016246452195|0.00611694050880359|0.0811464343570367|-0.0397133549476972|0.0536111901329955|2
139|fearandloathinginlasvegas|12902|55|1320|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0539306807528152|-0.0224730820888551|0.0339239585649494|0.047857534576016|-0.0337902475744947|-0.0349612352248257|0.0113355427183009|0.0175908382623336|2
140|feast|10260|31|1313|Action, Comedy, Horror, Thriller|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0.0665557796364043|-0.0238038213963106|-0.0831998126545746|0.00825791083659846|0.0620148363947551|-0.118060712620102|0.093959592155504|0.00432961221749905|4
141|ferrisbuellersdayoff|13093|70|1785|Comedy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0178376722452611|0.00188104525053667|0.0128532930219747|0.0662006228742695|0.0192324518399667|-0.0364314322553431|-0.0316172767209429|-0.012237500958736|1
142|fightclub|16549|71|2201|Action, Drama, Thriller|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.00466130602751871|0.0519958314209562|0.00363365208567223|-0.0200447231574903|0.00243287621550844|-0.0249701969240442|0.0281038641405473|0.0358030430765898|3
143|fiveeasypieces|9517|24|1252|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0550240365765395|0.0500916432622352|0.0427781062147441|0.0600292346066286|0.0426315356819908|-0.0144024022876011|0.0206985476379307|0.0640274423449361|1
144|forrestgump|14138|119|1824|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0639126272634954|-0.0305960908382713|-0.0454877546993285|0.0188000122601891|0.00345850800459499|0.00969392919374482|0.04179499978626|-0.00425933042751147|2
145|fourrooms|13378|28|1358|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0268600769050148|0.0264987924084141|0.0357163250300488|0.0225119779960164|0.00448268960011007|-0.0196820194812758|0.0293571123759366|0.0164573581676358|2
146|frances|15242|80|1770|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.00206403085105642|-0.070545983497468|0.0175456027040825|0.00139151797157682|0.0986982288822413|0.0314864129313247|0.0449054009809739|-0.019888733483567|1
147|frankenstein|17498|58|1355|Drama, Fantasy, Horror, Romance, Sci-Fi|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0.084303573748575|-0.114336380918422|0.149644387476868|0.0253383205812232|-0.0769543449230776|-0.0585165068783045|-0.0549067633418689|0.176936886438513|5
148|freaked|12675|58|1260|Comedy, Sci-Fi|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0.0203470154235273|-0.00110554258638596|0.0816689261238997|0.0110929591451001|-0.0851883074756392|-0.0804820063887133|-0.027517489333661|-0.0575764961414355|2
149|freddyvs.jason|14550|51|1303|Action, Fantasy, Horror, Thriller|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0.0930649435271186|-0.00695626833830619|-0.0163263073677654|-0.0113648969792501|-0.0429781862851645|0.0203761896361834|-0.0784721590374332|0.0231828425863081|4
150|frenchconnectionthe|11809|50|1110|Action, Crime, Thriller|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.00826414080374319|0.0955931266497553|0.00512257526126357|-0.0570960300574506|0.0815085890156562|0.0512059989161137|0.00424166922406095|-0.0291207485494609|3
151|frequency|16221|51|1571|Thriller|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0124879809507351|0.00691417674554003|-0.078522151086184|0.135960823828125|-0.0784596201515192|-0.0740864288418196|-0.0391386077645579|-0.0823462226521721|1
152|fridaythe13thpartviiijasontakesmanhattan|14485|35|1269|Horror|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0.0365678258906228|0.0488021451879588|0.0390237222710994|-0.0945562073919057|-0.0441431568230791|0.0181250061091895|0.00183601027976576|-0.0935175907699695|1
153|fromdusktilldawn|12727|34|1063|Action, Comedy, Horror, Thriller|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0.0780594446094541|-0.0415839799471814|-0.0244819947126663|0.0460636843133707|-0.0314074970032804|-0.0756933562379048|0.0716709810954152|0.0160503213271976|4
154|fromheretoeternity|20714|67|1672|Drama, Romance, War|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0.0924013897586448|-0.0408438216437614|-0.0442454203333004|-0.0495243734241908|0.112050578588032|-0.0555277651559778|0.0676532007969082|0.00874020145665584|3
155|fugitivethe|15411|88|1668|Action, Adventure, Mystery, Thriller|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0.00603744278524396|0.0307588914303978|-0.129084538557476|-0.00351482830532016|-0.0576777725746711|0.0564882717569335|-0.0694790461095804|-0.0094761139970003|4
156|g.i.jane|13105|55|1370|Action, Drama|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.02672179874983|0.00753351425288644|-0.111965143560475|0.0860006001367711|-0.020508643506262|-0.0120525534817754|-0.0012080461779887|-0.0677167970592446|2
157|gandhi|27408|136|1965|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0210516734399224|-0.0816165165442483|-0.0920554059956287|-0.0136937196469559|-0.0214116683618149|-0.0350363096185088|-0.0456302650133842|0.00878851429951987|1
158|gangrelated|13606|66|1700|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0652513985992028|0.0299147896066697|-0.0354092418966764|0.00452503993260231|0.00817627575838358|0.039132837211627|0.0275597712890506|0.00837712192405711|2
159|getcarter|8977|32|1220|Action, Crime, Drama, Thriller|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.00325590418328932|0.0381638731758186|0.0352133890066549|0.0193976421513364|0.0136749077287469|0.0617480774932688|0.0261946957111437|-0.0101887922344348|4
160|ghost|14581|34|1437|Drama, Fantasy, Romance, Thriller|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0.0146028027229708|0.0334591870277928|0.0155032189371168|-0.0508645586513431|0.0266344225441937|-0.0373082076672361|-0.0763401574898643|0.0277640482271872|4
161|ghostbusters2|12828|42|1374|Action, Adventure, Comedy, Sci-Fi|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|-0.0116529782314403|-0.01316431696547|0.017438143928774|-0.00743944173934882|-0.0535622208248112|0.00489154967997451|0.0118956109885514|-0.0124851605146775|4
162|ghostship|14493|17|1540|Action, Adventure, Horror, Sci-Fi, Thriller|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0.0176213316904293|0.0967908541722545|0.00728750754136658|-0.103251230381781|-0.000189415774995172|-0.0268871812090097|-0.05499604203773|-0.00300856114933493|5
163|ghostworld|12481|67|1671|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0749229115443092|-0.00740472776746298|0.0359791585382144|0.0154976294757067|-0.0289056684837314|0.042464166824138|-0.00109106938596887|0.00641655623735362|2
164|gladiator|13687|44|1242|Action, Drama|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0891178824187749|-0.105480207739778|-0.0843083151385544|-0.0119702367542313|-0.0285267124890643|0.0537185130570344|-0.0125272284668812|0.0845909557047935|2
165|godfather|18321|49|1676|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0387834583934068|-0.0346119867190552|-0.0545434590120662|0.038047216437979|0.021198510286676|0.025349052443625|-0.0476397723380916|-0.011803586065211|2
166|godfatherpartii|22807|101|2056|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0516866196803646|-0.0548754679243305|-0.0484098399627744|0.00852858713008591|0.0201683342119007|-0.01384650291585|-0.0156678117380882|0.0178529176468241|2
167|godsandmonsters|12985|33|1653|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0293480765827586|-0.00499077442177699|0.0203186298150518|-0.0249858988289442|0.00367749381061926|-0.0110652195396309|-0.0361482723686605|0.0526988001821813|1
168|godzilla|15259|83|1519|Action, Sci-Fi, Thriller|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0.023710786052932|0.0850788056842023|-0.0388731442934324|-0.0431121880554675|-0.00590642848150481|-0.0322449255673803|-0.0556580132409512|0.0121766039614902|3
169|gonein60seconds|15051|49|1878|Action, Crime|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0244062729417723|0.0323358480707435|0.00997771028317846|0.0162616694809018|-0.0187913887586395|0.00623336651543707|-0.0177993974033997|0.0172648474814374|2
170|goodwillhunting|13017|37|1716|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0508769730955154|0.00104667341331628|0.0148218273916979|-0.0257942877979045|-0.0063375257043173|-0.0380495031808386|-0.0129168537242239|0.00149784466565701|2
171|graduatethe|12644|56|1954|Comedy, Drama, Romance|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0581575770108335|0.0510734428295811|0.00673931244377577|-0.0666528969826043|0.00119751159474362|0.0189846800814895|0.062230383676507|0.011963659851527|3
172|greenmilethe|17532|39|1615|Drama, Fantasy|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0573472370498496|0.0172064336389275|0.062911480736447|0.0307095751426931|0.0137122015842011|-0.00984223932805005|0.0414840657696961|-0.0326537818020419|2
173|griftersthe|12815|38|1371|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0132040212828143|-0.0213475743958516|0.0243611229680276|-0.0534555642991404|0.0636191433553842|0.0260574890341424|-0.0197821981032879|-0.0439191025553516|2
174|grossepointblank|10776|47|1142|Comedy, Crime, Romance, Thriller|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|-0.0270644872456819|0.0197166625480554|-0.0312002527530479|-0.011175587267021|0.0351161063656032|0.0288675733533052|-0.0209367672679595|0.0221684649193972|4
175|hackers|8160|62|1154|Action, Crime, Drama, Thriller|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0101777171809787|0.00805931302535066|0.00225205744452937|0.0678990423918783|-0.0782892965701797|0.0308309430009427|-0.009154738381862|-0.0468202970167681|4
176|halloweenthecurseofmichaelmyers|13681|34|1029|Horror, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0.0789311845318897|-0.022595322620198|0.0448229107509557|-0.0324686167027642|-0.0250865140111876|-0.0324048017168685|-0.0817018281762918|-0.00149453573450193|2
