id|movie|tokenCount|characterCount|sectionCount|genreList|Action|Adventure|Animation|Biography|Comedy|Crime|Drama|Family|Fantasy|Film-Noir|History|Horror|Music|Musical|Mystery|Romance|Sci-Fi|Short|Sport|Thriller|War|Western|PC1|PC2|PC3|PC4|PC5|PC6|PC7|PC8|genreCount
177|hardrain|11447|19|1142|Action, Crime, Drama, Thriller|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0178990585856482|0.000329295646220432|-0.0735565849519068|-0.0437475377474995|-0.0163673233806798|-0.0511192937410086|0.09707809173449|0.0273552318015319|4
178|hauntingthe|16485|19|1327|Horror, Mystery, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|-0.00221362809501781|-0.0121348305911787|0.013890241675512|0.0171200368630899|0.0464694953278468|0.012153500767489|-0.028348769091203|0.0607493631634194|3
179|hellboundhellraiserii|15333|23|913|Horror, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|-0.00123647037061979|0.0137520936881631|0.0210732445189808|0.0332058413367035|0.000907980969345594|-0.021207333766417|-0.0655080400147557|-0.0531900826305391|2
180|hellraiser|9783|23|1286|Horror|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0.0373560692889288|0.00501436911225805|0.0449508912350173|0.0581007733126531|-0.00127679008560402|0.0746591950742364|-0.0240433084553665|-0.075046277136735|1
181|hellraiser3hellonearth|12473|33|784|Fantasy, Horror|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0.0211057339258697|0.0307868885050438|0.0183612172105605|0.0392402421045777|0.0298959717412162|0.0335258733333464|-0.0669304960383222|0.000758740786213044|2
182|helpthe|17538|47|2174|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0786544075010084|0.0083317058754145|0.0353390564346864|0.00582682232511026|0.0208472994188617|-0.0234153922464453|0.0415131555579034|0.0339514680981897|1
183|henryfool|14257|34|1668|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.00777817069591167|0.0242040355000948|0.0389425430603693|0.0605302189503106|-0.0293213593239413|0.0289824721418432|0.0486068350197943|-0.037859850285772|2
184|henryscrime|10742|36|1899|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0505351500091474|-0.0336917183155255|-0.0211798865602654|-0.0467643532172532|-0.0348890640460588|-0.0181316854839098|0.0548433148542193|0.0170135170050563|2
185|hesher|13443|27|1428|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0238299812561676|0.0807732074061043|0.0237149101514084|0.0804854236777499|0.0171701328683512|0.00119902303663858|-0.0183007851973466|-0.0399924501111669|1
186|highfidelity|14272|24|1511|Comedy, Drama, Music, Romance|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0.0947114528006367|-0.0281635311286651|0.157135002476477|0.176269021712503|0.00695054487432624|0.106191134287634|0.0655603208245922|-0.022891978936939|4
187|highlander|10086|76|1365|Action, Fantasy|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0.00617237528455375|-0.000872627837818255|-0.0207577969811843|0.0211238747473271|-0.000196613156695268|0.0305715529099706|-0.0435690434490445|0.0271194899128952|2
188|hollowman|14009|14|1746|Horror, Sci-Fi, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0.0154858340176394|0.0928189341122404|-0.0213643351266162|0.0218546799645377|0.0135339464993459|0.0125560899347687|0.0090233578785529|-0.0170951664987847|3
189|hostage|13938|66|1693|Action, Crime, Drama, Thriller|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0159719776639456|0.0699554811426716|-0.0725561008668378|0.0313037297587343|0.0269025700166305|-0.0216519455609357|-0.00240509494433355|0.0177207666680479|4
190|houseof1000corpses|12275|33|1316|Horror|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0.026536533708133|-0.0254622810153072|0.0559960084685917|0.0849186076845143|-0.00281947150764207|-0.0179651286291718|-0.00101474155531756|0.0609437877062095|1
191|howtotrainyourdragon2|11586|23|1222|Action, Adventure, Animation|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0750993605331736|-0.00887792087740125|-0.00679443996141188|-0.20378656991942|-0.121826226303069|0.0062836937328255|-0.0460057014259924|0.109502030071274|3
192|hudsuckerproxythe|15197|99|1382|Comedy, Fantasy, Romance|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0621053498260547|0.00113090939077598|-0.00456411215585284|-0.0573100330147821|-0.0469183507403073|0.0506494630725377|0.0540129370296856|-0.095902250480758|3
193|humannature|11532|26|1229|Comedy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0405581720574784|-0.0621205985510509|0.0423280207881836|0.0375515810939176|-0.0290349171816927|-0.0432071375341737|-0.0456980405743995|0.0659192080885913|1
194|iamsam|13351|47|1467|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0431207340282843|-0.0270368982877181|0.00418589063926933|-0.00496228284136767|0.00343320515677351|0.0163321967462076|0.0356831399075495|0.0220584983650823|1
195|icestormthe|11068|42|1366|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0410725841805647|0.0516309733814205|0.025940652396428|0.0641718777231237|-0.00848158771614373|-0.0554373759505166|0.0338473329892418|0.00395875760625818|1
196|illdoanything|13889|69|1472|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.000933964580544432|-0.0497701066669753|0.0453195091874763|0.0502205234803417|0.0145606779121267|0.0582165520760779|0.0235781885867721|-0.0138518471874117|2
197|independenceday|15666|102|1870|Action, Sci-Fi|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0.0225132491737437|-0.00515491634788392|-0.0897129276625749|-0.0114729240010498|-0.0467421226826692|-0.0147546172759518|-0.0214736962467507|-0.0417911907455958|2
198|indianajonesandtheraidersofthelostark|16175|31|960|Action, Adventure|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0294783953926067|0.0145822098133808|-0.0259036264243998|-0.038527766287705|-0.0271463806555258|-0.038722608436378|0.0348316316062342|0.0164709872014315|2
199|indianajonesandthetempleofdoom|18642|21|1401|Action, Adventure|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0952240915375994|-0.0203801102283706|0.0422204492112249|-0.0838261428505384|-0.0233264507827627|-0.0594491625908125|0.0488597377848196|-0.0400231569018095|2
200|indianajonesiv|22395|36|1107|Action, Adventure|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0538589295508932|-0.0654405884154687|-0.0283593514733373|-0.0657393384258935|0.0472269777540789|-0.0937918679887173|0.081413575271266|-0.0771215609821258|2
201|insiderthe|14807|74|1612|Drama, Thriller|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.0370647119689848|0.0688976438582078|-0.0671474448448334|0.0500004325068576|0.0234417577229612|0.041414848751059|0.0367494981380865|-0.0100496939197411|2
202|insidious|12434|24|1244|Horror, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|-0.0259517906791786|0.0858149074688957|0.0356860901379247|0.0248219171553132|0.0309564030656966|0.0509202194856274|-0.0132871029225655|0.0122933415464186|2
203|insomnia|13994|35|1707|Crime, Drama, Thriller|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.0110865731446592|0.0530616694085634|0.0136069912496204|-0.0191733576070117|0.0340158735331603|0.00173575340555606|-0.030050993964392|-0.0523208100571639|3
204|interviewwiththevampire|12460|29|1458|Drama, Horror|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0.100663782339989|-0.0837564955113841|0.160296450895498|-0.00703009504469507|-0.0417067600741609|0.0950184404977744|-0.10888583971154|0.0817397754487479|2
205|intolerablecruelty|9421|56|1317|Comedy, Crime, Romance|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0338836437421477|-0.0531478664462724|0.0198755724647848|-0.0385580737990994|0.0105485917595069|-0.000969784102689308|0.00207996874850398|0.0526275754337609|3
206|invictus|16252|47|1514|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.045761102337348|-0.0291671748173012|-0.0836189824995155|0.0219581968523133|0.0172862854285937|-0.0271302257492597|0.0320593054521476|-0.0242893126970535|1
207|istillknowwhatyoudidlastsummer|11513|29|1354|Horror, Mystery, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|-0.0162388421945452|0.0419861373055024|0.0227849020790968|-0.00647319208845507|0.0356689503239668|-0.0511238221802902|-0.0112884186214421|0.0440926855244204|3
208|italianjobthe|11754|38|1344|Action, Adventure, Crime, Thriller|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.00363500011961012|0.0221486393767581|-0.0385765134224074|0.00860121253830711|-0.0154933928252405|-0.0150813274171636|0.0387826682511062|-0.0442403369111458|4
209|itsawonderfullife|18875|97|2235|Drama, Family, Fantasy, Romance|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0.0110045034452957|-0.0437466642831658|0.0415485247565636|-0.0673450468594426|0.122714653188956|-0.0160010610391002|0.0204811559115086|-0.0706146655637273|4
210|jacobsladder|19242|64|1580|Drama, Thriller|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0736014626991044|-0.0210028339085145|0.0482413992462071|-0.00604406254701426|0.0464101929056594|-0.0432356081995455|-0.0520646340337762|0.0124966531008908|2
211|janeeyre|15576|30|1689|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.00629627376116396|-0.0477897792673803|0.041035705605939|0.0799566451397673|-0.0351690371154697|0.0424568337841706|-0.046965851677294|0.0374166942786207|2
212|jasonx|12517|40|1830|Action, Horror, Sci-Fi, Thriller|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0.0421899479888838|0.0522144860397599|0.0548020616262151|0.0358892803958382|0.0203327209781746|-0.0363150851233433|0.0294888367268859|-0.0796450899549048|4
213|jaws|15936|64|1131|Adventure, Horror, Thriller|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|-0.0115009435219249|0.0309257056618985|0.0216825009061469|-0.0228251554987893|0.00510555403700175|-0.00317510293944872|-0.0134791103041304|0.0305668125318575|3
214|jaws2|13644|64|1568|Adventure, Horror, Thriller|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|-0.00535225907346556|0.040725191614073|0.0180303902424165|-0.0439975917665836|0.00858743879879353|-0.0345697565321809|-0.0494689731909004|-0.0104931931011975|3
215|jayandsilentbobstrikeback|13913|79|1518|Adventure, Comedy|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.00392819385284765|0.0171396882043717|-0.0281183164398998|0.0677783426795227|0.00251249723851583|-0.104887216889734|0.0569625626545974|-0.0133343108787716|2
216|juno|10503|30|1291|Comedy, Drama, Romance|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0750861470937026|-0.0179520584046995|0.0225560704651396|0.0389926035727787|-0.0148242068030183|-0.0290780617357219|0.0149941786982665|0.0801474240313344|3
217|jurassicparkiii|10980|27|988|Action, Adventure, Horror, Sci-Fi, Thriller|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|-0.0162596813864364|-0.118238885412717|0.00264035509467342|-0.100025542336664|-0.103120256166436|-0.0300529786095664|0.048260963080451|0.00483352920490376|5
218|jurassicparkthelostworld|17568|34|1149|Action, Adventure, Horror, Sci-Fi, Thriller|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0.0362502203430916|0.0405578827665605|0.0145579318851026|-0.0204424145763308|-0.031841326530883|0.00733125820530163|-0.0395360250410222|0.00441471808919269|5
219|kalifornia|15169|31|1573|Crime, Thriller|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.00359334294770854|0.0428287078128897|0.0288779314968791|0.00350687741088705|0.0215676676647307|-0.0212266311337077|-0.000185865609872461|-0.000923144946041504|2
220|kateleopold|11628|35|1511|Comedy, Fantasy, Romance|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0833846321764224|-0.0208768410809|0.0154698478750661|-0.0476020535192052|-0.00795518222397524|0.0085273744547762|-0.0152013177508868|-0.0153591945845354|3
221|killingzoe|10131|23|1312|Crime, Drama, Thriller|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.00437015436248765|0.0242996253526758|-0.023139705339808|0.00394839486812526|-0.00527432096165631|-0.0336018934809897|-0.00477444670486884|0.0436865099380508|3
222|klute|13867|48|1276|Crime, Drama, Mystery, Thriller|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|-0.0468216426192552|0.0490050155113779|0.0160363665654753|-0.0457939371466706|0.0141000771493313|0.0355641023402633|-0.0425103379446426|-0.0515083751388171|4
223|kundun|13719|68|1290|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0502088331683031|-0.131387034233713|-0.0660743005863552|0.0614739844427438|-0.0398875204060934|-0.018664732132881|-0.00655816863067727|-0.0740942712668872|1
224|l.a.confidential|14957|63|1723|Crime, Drama, Mystery, Thriller|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0.00112278365802075|-0.0191526044108548|-0.0593322088288323|0.0296169912091629|-0.0155668339110419|-0.00625531159721345|0.0115944096204666|0.0170098890351802|4
225|laboroflove|14933|66|1326|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.04493229996886|-0.047196304046118|-0.0495011480164975|-0.00421264539281394|-0.0124443300195787|0.00499022549799692|-0.028746048401597|0.0399924927800221|2
226|ladykillersthe|13764|37|1430|Comedy, Crime|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0402634516725556|-0.0329091253654429|-0.0489443534179782|0.0654964414991589|0.0363831428363327|-0.0375177213274857|0.0417842296101487|-0.0279288921217851|2
227|larrycrowne|11426|39|1398|Comedy, Drama, Romance|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0638137633594728|0.0274442601161043|-0.0121988018778831|-0.0108970216199254|-0.00665185136628625|-0.0346596845928331|0.016511951986711|-0.0035024258388167|3
228|lastflightthe|12237|22|1512|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0293418729380657|0.0068634915896246|0.0118984251485835|-0.0245457425355206|0.033518232065913|0.0256633087889672|0.00175571131166179|0.0306941536065055|1
229|lastofthemohicansthe|14834|38|984|Adventure, Romance, War|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0.0595729495120839|-0.0227476521959815|-0.086695853734082|-0.023170916263418|0.0291801006695069|-0.0133680089730863|0.00823998708340218|0.0260701186414966|3
230|lasttangoinparis|8899|24|1355|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0122705361089841|-0.0492498799618465|0.0663801559944638|0.00733452653188929|-0.0208881050729917|0.0163566396581645|0.0194374320197929|0.0246867557761007|2
231|leavinglasvegas|10616|38|1147|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0529687295079941|-0.0106070587443484|0.0483272455712904|-0.0130851033110282|0.0354994960714217|-0.0059155422830097|-0.0193483675482374|-0.0530110661959899|2
232|leviathan|12026|28|1069|Horror, Sci-Fi, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0.0249932541328632|0.0506375526895907|0.0576223174933657|0.0448179748308711|-0.0784889511736509|-0.000275578603716639|-0.140804671827675|-0.107822634088671|3
233|life|15157|56|1593|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0137089868780674|-0.0122853847877723|0.0299269389776822|0.0357648496995332|-0.00921040319468781|-0.0140815325896431|0.0764729322164842|-0.0160545398163759|2
234|lifeasahouse|14755|28|2000|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0396387133424831|0.0273056149708387|0.0266136785464895|0.0632127403360276|0.0183039917221843|0.016482377042906|-0.0361746901517938|0.0196300601529777|2
235|lifeofdavidgalethe|12998|45|1515|Crime, Drama, Thriller|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.0341018403403098|0.0262624150736824|-0.0168589820099747|0.0100784216473073|-0.0119126884592124|0.0646367480927252|0.0379357572012768|-0.0186108722722805|3
236|limeythe|11339|26|1246|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0384764025138354|0.050067877534777|0.00173641969643194|-0.0126851793223319|0.00174648836820103|-0.0023584524650792|-0.00582325979971356|0.0119319797733145|2
237|lincoln|15307|68|1203|Drama, History|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0.0217885427524298|-0.112970934910731|-0.0466912094630402|0.0580192351535481|0.0507950718964109|0.0716864772496469|0.0563002247712947|-0.0191788282017591|2
238|littlenicky|10444|66|1407|Comedy, Fantasy, Horror|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0.0617163108975427|-0.0332759237047636|0.0803642303312949|0.0502246021919711|-0.0552206742016468|0.015390593000888|0.0406717264269394|0.0090970661627577|3
239|livinginoblivion|10093|22|1359|Comedy, Drama|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0556855238127904|0.0336202865858995|0.0255018079572339|-0.0342702449711535|0.03703746987956|0.015904746655754|-0.00738565209451733|-0.0297990545339031|2
240|logansrun|13288|40|1210|Action, Adventure, Sci-Fi|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|-0.0247162810816772|0.027815581672737|-0.00692553229745487|-0.0857730361223258|0.0213599225914045|0.0246388530796317|-0.0315499497358691|0.062658563071382|3
241|lonestar|13213|56|1639|Crime, Drama, Mystery|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|-0.0377865535101601|-0.0672660262423585|-0.0331493063244858|0.0208991574501677|0.0292511390788267|0.0499024921284023|0.00868946354790002|0.0114191120509641|3
242|longkissgoodnightthe|17068|66|1465|Action, Drama, Thriller|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0782345806947283|-0.0148375447843475|0.0207690451951139|-0.0131513053099833|0.0156093083428463|0.0203260545452763|-0.0294055494305071|0.0187776572927527|3
243|lordofillusions|11565|44|1519|Fantasy, Horror, Thriller|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0.107893820786812|0.0136859990617245|0.0930437789527938|0.0488001101789711|0.187152885123432|0.155633178397531|0.0607273275275692|-0.0557534013349657|3
244|losersthe|11687|31|1528|Action, Adventure, Crime, Mystery, Thriller|1|1|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0.0577296673799282|0.00191450647929869|-0.0465114556338428|0.00656881697937358|-0.00103404371052858|0.00243474562384302|0.0312614375887616|0.0183439655126944|5
245|losthighway|13096|51|1318|Drama, Horror, Mystery, Thriller|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0.00231529331666509|0.0777943079502807|0.0138512424479953|-0.0225120275333076|0.026051683919377|0.0113813685658336|0.00583098775612225|0.0155255484763809|4
246|lostintranslation|7381|35|808|Comedy, Drama, Romance|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.08707450937441|-0.00459966222951747|0.047363572013164|-0.0136747971631807|0.00407146887256488|0.00936282529245837|0.00587979177123364|0.037265327090334|3
247|loveandbasketball|11874|52|1657|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0193074901081481|-0.0144429210955468|0.0424819836626727|-0.048657516488209|0.0458035442560383|-0.0581596057944329|0.0131038441917866|-0.0440040851000356|2
248|machete|8509|46|1141|Action, Thriller|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.0540943335640725|-0.0849400076568244|-0.0411646919724764|-0.0549643760781895|-0.0976601164478954|0.0605577661922736|0.104673198546762|-0.0602510432020942|2
249|machinegunpreacher|16092|56|1717|Action, Crime|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.000814355473453895|-0.0444895636637236|0.00174974008489071|-0.015703514634666|-0.0108409692592539|0.0226562983812665|0.0746670443255954|0.0589014169269386|2
250|magnolia|22169|102|2542|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0445206812779496|0.0333934468867562|-0.0282597431902363|0.0383000994546059|0.0588055201671902|0.024039140145763|0.0170292033295072|-0.0117129412451194|1
251|majesticthethebijou|15712|57|1520|Drama, Romance|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.0635075069566712|-0.00842581677723526|-0.0352567458613038|0.00324936490457606|0.0776071704247192|-0.0215611086793248|-0.0137111597735994|-0.022029811084434|2
252|majorleague|13903|56|1309|Comedy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0423245673052621|0.0591303288327413|0.0023959311510843|-0.0194079202333833|0.0436129043385364|-0.0291700812112518|0.0266433621442066|-0.0226370141770742|1
253|manhattanmurdermystery|21097|21|2618|Comedy, Crime, Mystery|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|-0.0566184207456147|-0.0148305184103407|-0.0591765262038167|0.0510336041212297|0.0351625276576986|-0.0462396931006772|-0.0515236951298685|0.134875173960445|3
254|manintheironmask|14559|62|1470|Action, Adventure, Drama|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.0207240528576824|-0.0845359099899462|-0.0344923768298978|0.0316855344367638|0.0615486966520232|0.0247266017184627|-0.0747855405889302|0.0493105995698694|3
255|marthamarcymaymarlene|7539|17|1123|Drama, Thriller|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.0469527428693045|0.0286362096220559|0.0694476769909725|-0.0670151245898194|0.0128507928210737|-0.00151812262658829|0.0598186200231366|0.0406278015239426|2
256|matrixthe|13155|42|1648|Action, Sci-Fi, Thriller|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0.0183666255886192|0.0459788035225845|-0.0611902582880013|0.016964897043644|-0.000672877149710485|-0.0279830850981509|-0.0203929798180818|-0.0129186635806396|3
257|meanstreets|11006|39|1211|Crime, Drama|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.00871995583491752|-0.00724904518622558|0.063875292532243|0.0452763782895228|-0.0324690758977427|-0.0124402752812296|-0.0339804260211846|-0.0491202105368385|2
258|meetjoeblack|16341|24|2198|Drama, Fantasy, Mystery, Romance|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|-0.0832974994481495|-0.0116263549603905|0.0254714032926526|-0.0642807528071806|-0.0226965193706062|0.014158761260871|-0.000902856298394474|-0.0249545993755767|4
259|meninblack|13901|36|1364|Action, Comedy, Sci-Fi|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0.043187110370441|0.0511732866127167|0.0233679911011554|0.056226989371485|-0.112182206745957|-0.0192501279552807|-0.00300484332654873|0.0233879299996638|3
260|metro|15452|46|1781|Action, Drama, Thriller|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.016946639615253|0.0532020269661254|-0.0660006399253923|-0.0327468490031758|-0.000534464401478413|-0.0196466763796031|-0.000238250814905466|0.00313534281295329|3
261|miamivice|11974|40|1186|Action, Crime, Drama, Thriller|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.0386000427750402|0.0454611293147077|-0.0559056934039361|-0.0291662533392092|-0.00511503921755936|-0.0284019154557125|0.0319793718896899|0.0457887762431572|4
262|midnightcowboy|13512|62|1209|Drama|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.0100084610892592|-0.0242320469275185|0.0533586988867677|-0.022687522129438|0.0204009789952818|0.000981129055631679|-0.0770385605368965|-0.0298653890978802|1
263|millerscrossing|15420|44|1535|Crime, Drama, Thriller|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0.00131525698717901|0.0707804837558802|0.0212632163807671|0.0143826386683205|0.0244633186430774|-0.0147914387277882|0.0042812148210355|-0.0166916231380074|3
264|mimic|12279|34|1106|Horror, Sci-Fi, Thriller|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|-0.0226298658091378|0.0894789160088809|0.0156575022027438|0.0532542604069986|-0.0164784149292868|0.0204148127272823|0.00838095498793155|0.00220045871926034|3
265|minorityreport|15139|55|1313|Action, Crime, Drama, Mystery, Sci-Fi, Thriller|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|-0.00605240588592501|0.0166190737714766|-0.0711540691675465|0.0598945621077666|-0.00966950623698151|0.051183330028459|-0.051958435083873|-0.0201122000220274|6
266|missionimpossible|12129|33|1274|Action, Adventure, Thriller|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.0425669865218332|0.0718405720884185|-0.0697843154698232|0.028525342290863|0.0113027637765726|0.00806045831510555|-0.0152343447940704|0.0135082741698404|3
267|missionimpossibleii|13017|41|1321|Action, Adventure, Mystery, Thriller|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0.0251145272207154|0.0538503109518633|-0.0405071251433356|-0.0399409376433306|0.00127031921696376|0.00572684461615748|-0.0426253148101078|0.0273017486843895|4
268|missiontomars|17007|24|1403|Adventure, Drama, Sci-Fi, Thriller|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|-0.0435035189084226|0.0177012983574229|-0.00330208538345226|-0.06980858877847|-0.0230688729003771|0.00621082039370707|-0.00987064637731164|-0.0153127377857983|4
