movie|genreList|filename|path|Action|Adventure|Animation|Biography|Comedy|Crime|Drama|Family|Fantasy|Film-Noir|History|Horror|Music|Musical|Mystery|Romance|Sci-Fi|Short|Sport|Thriller|War|Western
bloodsimple|Drama, Thriller|bloodsimple.txt|Drama/bloodsimple.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
blow|Crime, Drama|blow.txt|Crime/blow.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bluevalentine|Drama, Romance|bluevalentine.txt|Drama/bluevalentine.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
bluevelvet|Crime, Drama, Mystery, Thriller|bluevelvet.txt|Crime/bluevelvet.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
bodiesrestmotion|Drama, Romance|bodiesrestmotion.txt|Drama/bodiesrestmotion.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
bodyguard|Drama, Romance, Thriller|bodyguard.txt|Drama/bodyguard.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
bodyheat|Crime, Thriller|bodyheat.txt|Crime/bodyheat.txt|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
bodyofevidence|Romance, Thriller|bodyofevidence.txt|Romance/bodyofevidence.txt|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
bones|Horror|bones.txt|Horror/bones.txt|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
bonfireofthevanities|Comedy, Drama|bonfireofthevanities.txt|Comedy/bonfireofthevanities.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bonnieandclyde|Crime, Drama, Romance|bonnieandclyde.txt|Crime/bonnieandclyde.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
boogienights|Drama|boogienights.txt|Drama/boogienights.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bookofelithe|Action, Adventure, Drama, Sci-Fi, Thriller, Western|bookofelithe.txt|Action/bookofelithe.txt|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1
boondocksaints2allsaintsday|Action, Crime, Drama, Thriller|boondocksaints2allsaintsday.txt|Action/boondocksaints2allsaintsday.txt|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
boondocksaintsthe|Crime, Drama, Thriller|boondocksaintsthe.txt|Crime/boondocksaintsthe.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
bottlerocket|Comedy, Crime|bottlerocket.txt|Comedy/bottlerocket.txt|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bound|Crime, Drama, Thriller|bound.txt|Crime/bound.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
bountyhunterthe|Action, Comedy, Crime, Romance|bountyhunterthe.txt|Action/bountyhunterthe.txt|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
bourneidentitythe|Action, Adventure, Drama, Mystery, Thriller|bourneidentitythe.txt|Action/bourneidentitythe.txt|1|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
bourneultimatumthe|Action, Adventure, Mystery, Thriller|bourneultimatumthe.txt|Action/bourneultimatumthe.txt|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
boxthe|Drama, Mystery, Sci-Fi|boxthe.txt|Drama/boxthe.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
braveheart|Action, Drama, War|braveheart.txt|Action/braveheart.txt|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
brazil|Comedy, Fantasy, Sci-Fi|brazil.txt|Comedy/brazil.txt|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0
break|Drama|break.txt|Drama/break.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
breakdown|Action, Thriller|breakdown.txt|Action/breakdown.txt|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
breakfastclubthe|Comedy, Drama|breakfastclubthe.txt|Comedy/breakfastclubthe.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
breakingaway|Comedy, Drama|breakingaway.txt|Comedy/breakingaway.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
brick|Drama, Mystery|brick.txt|Drama/brick.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
bridesmaids|Comedy|bridesmaids.txt|Comedy/bridesmaids.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bringingoutthedead|Drama|bringingoutthedead.txt|Drama/bringingoutthedead.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
broadcastnews|Comedy, Drama, Romance|broadcastnews.txt|Comedy/broadcastnews.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
brokenarrow|Action, Adventure, Thriller|brokenarrow.txt|Action/brokenarrow.txt|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
brokenembraces|Drama, Romance, Thriller|brokenembraces.txt|Drama/brokenembraces.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
brothersbloomthe|Adventure, Comedy, Crime, Drama, Romance|brothersbloomthe.txt|Adventure/brothersbloomthe.txt|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
brucealmighty|Comedy, Fantasy, Romance|brucealmighty.txt|Comedy/brucealmighty.txt|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
buffythevampireslayer|Action, Comedy, Horror|buffythevampireslayer.txt|Action/buffythevampireslayer.txt|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
bulldurham|Comedy, Drama, Romance|bulldurham.txt|Comedy/bulldurham.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
buried|Drama, Mystery, Thriller|buried.txt|Drama/buried.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
burlesque|Drama, Musical, Romance|burlesque.txt|Drama/burlesque.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
burnafterreading|Comedy, Crime|burnafterreading.txt|Comedy/burnafterreading.txt|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
burningannie|Comedy, Drama, Romance|burningannie.txt|Comedy/burningannie.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
butterflyeffectthe|Drama, Fantasy, Thriller|butterflyeffectthe.txt|Drama/butterflyeffectthe.txt|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0
cableguy|Comedy, Drama, Thriller|cableguy.txt|Comedy/cableguy.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
candletowater|Drama|candletowater.txt|Drama/candletowater.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
capote|Crime, Drama|capote.txt|Crime/capote.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
carrie|Horror, Thriller|carrie.txt|Horror/carrie.txt|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
cars2|Action, Adventure, Animation|cars2.txt|Action/cars2.txt|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
case39|Horror, Mystery, Thriller|case39.txt|Horror/case39.txt|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0
casino|Crime|casino.txt|Crime/casino.txt|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
castaway|Adventure, Drama|castaway.txt|Adventure/castaway.txt|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
catchmeifyoucan|Crime, Drama|catchmeifyoucan.txt|Crime/catchmeifyoucan.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
cecilb.demented|Comedy, Crime, Thriller|cecilb.demented.txt|Comedy/cecilb.demented.txt|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
cedarrapids|Comedy|cedarrapids.txt|Comedy/cedarrapids.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
celestejesseforever|Comedy, Drama, Romance|celestejesseforever.txt|Comedy/celestejesseforever.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
cellthe|Horror, Sci-Fi, Thriller|cellthe.txt|Horror/cellthe.txt|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0
cellular|Action, Crime, Drama, Mystery, Thriller|cellular.txt|Action/cellular.txt|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
changeling|Crime, Drama, Mystery|changeling.txt|Crime/changeling.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
changeupthe|Comedy|changeupthe.txt|Comedy/changeupthe.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
chaos|Action, Crime, Drama, Thriller|chaos.txt|Action/chaos.txt|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
charade|Comedy, Mystery, Romance, Thriller|charade.txt|Comedy/charade.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0
charliesangels|Action, Comedy|charliesangels.txt|Action/charliesangels.txt|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
chasingamy|Comedy, Romance|chasingamy.txt|Comedy/chasingamy.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
chasingsleep|Horror, Thriller|chasingsleep.txt|Horror/chasingsleep.txt|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
cherryfalls|Comedy, Horror, Mystery, Thriller|cherryfalls.txt|Comedy/cherryfalls.txt|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0
chinatown|Crime, Mystery, Thriller|chinatown.txt|Crime/chinatown.txt|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
christcomplex|Comedy, Fantasy|christcomplex.txt|Comedy/christcomplex.txt|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
chronicle|Drama, Sci-Fi, Thriller|chronicle.txt|Drama/chronicle.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
chroniclesofnarniathelionthewitchandthewardrobe|Action, Adventure, Drama, Family, Fantasy|chroniclesofnarniathelionthewitchandthewardrobe.txt|Action/chroniclesofnarniathelionthewitchandthewardrobe.txt|1|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
ciderhouserulesthe|Drama, Romance|ciderhouserulesthe.txt|Drama/ciderhouserulesthe.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
cincinnatikidthe|Drama|cincinnatikidthe.txt|Drama/cincinnatikidthe.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
cinemaparadiso|Drama, Romance|cinemaparadiso.txt|Drama/cinemaparadiso.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
cirquedufreakthevampiresassistant|Action, Adventure, Fantasy, Thriller|cirquedufreakthevampiresassistant.txt|Action/cirquedufreakthevampiresassistant.txt|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0
citizenkane|Drama, Mystery|citizenkane.txt|Drama/citizenkane.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
cityofjoy|Drama|cityofjoy.txt|Drama/cityofjoy.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
clashofthetitans|Action, Adventure, Drama, Fantasy|clashofthetitans.txt|Action/clashofthetitans.txt|1|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
clerks|Comedy, Drama|clerks.txt|Comedy/clerks.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
cliffhanger|Action, Adventure, Thriller|cliffhanger.txt|Action/cliffhanger.txt|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
clueless|Comedy, Romance|clueless.txt|Comedy/clueless.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
cobb|Drama|cobb.txt|Drama/cobb.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
codeofsilence|Action, Drama|codeofsilence.txt|Action/codeofsilence.txt|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
coldmountain|Drama, Romance, War|coldmountain.txt|Drama/coldmountain.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
collateraldamage|Action, Thriller|collateraldamage.txt|Action/collateraldamage.txt|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
colombiana|Action, Crime, Drama|colombiana.txt|Action/colombiana.txt|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
colorofnight|Mystery, Romance, Thriller|colorofnight.txt|Mystery/colorofnight.txt|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0
commando|Action, Thriller|commando.txt|Action/commando.txt|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
conanthebarbarian|Action, Adventure, Fantasy|conanthebarbarian.txt|Action/conanthebarbarian.txt|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
confessionsofadangerousmind|Crime, Drama|confessionsofadangerousmind.txt|Crime/confessionsofadangerousmind.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
confidence|Crime, Drama|confidence.txt|Crime/confidence.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
constantine|Action, Drama, Fantasy, Horror, Thriller|constantine.txt|Action/constantine.txt|1|0|0|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0
coolerthe|Comedy, Drama, Romance|coolerthe.txt|Comedy/coolerthe.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
copycat|Crime, Horror, Mystery, Thriller|copycat.txt|Crime/copycat.txt|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0
coraline|Adventure, Animation, Family, Fantasy|coraline.txt|Adventure/coraline.txt|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
coriolanus|Drama, Thriller, War|coriolanus.txt|Drama/coriolanus.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0
cowboysaliens|Action, Sci-Fi, Thriller|cowboysaliens.txt|Action/cowboysaliens.txt|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
cradle2thegrave|Action, Comedy, Crime, Drama, Thriller|cradle2thegrave.txt|Action/cradle2thegrave.txt|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
crank|Action, Crime, Drama, Thriller|crank.txt|Action/crank.txt|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
crash|Drama, Romance, Thriller|crash.txt|Drama/crash.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
crazylove|Drama, Romance|crazylove.txt|Drama/crazylove.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
crazystupidlove|Comedy, Drama, Romance|crazystupidlove.txt|Comedy/crazystupidlove.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
creation|Drama|creation.txt|Drama/creation.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
crimespree|Comedy, Crime|crimespree.txt|Comedy/crimespree.txt|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
croodsthe|Adventure, Animation, Comedy|croodsthe.txt|Adventure/croodsthe.txt|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
crouchingtigerhiddendragon|Action, Adventure, Drama, Fantasy, Romance|crouchingtigerhiddendragon.txt|Action/crouchingtigerhiddendragon.txt|1|1|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
croupier|Crime, Drama|croupier.txt|Crime/croupier.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
crowcityofangelsthe|Action, Crime, Fantasy, Thriller|crowcityofangelsthe.txt|Action/crowcityofangelsthe.txt|1|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0
crowsalvationthe|Action, Crime, Drama, Horror, Thriller|crowsalvationthe.txt|Action/crowsalvationthe.txt|1|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
crowthe|Action, Drama, Fantasy, Horror, Romance, Thriller|crowthe.txt|Action/crowthe.txt|1|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|0|0|0|1|0|0
cruelintentions|Drama, Romance|cruelintentions.txt|Drama/cruelintentions.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
cryinggame|Action, Drama, Romance|cryinggame.txt|Action/cryinggame.txt|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
cube|Horror, Mystery, Sci-Fi, Thriller|cube.txt|Horror/cube.txt|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|1|0|0
curiouscaseofbenjaminbuttonthe|Drama, Fantasy, Mystery, Romance|curiouscaseofbenjaminbuttonthe.txt|Drama/curiouscaseofbenjaminbuttonthe.txt|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0
custody|Comedy|custody.txt|Comedy/custody.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
damnedunitedthe|Drama|damnedunitedthe.txt|Drama/damnedunitedthe.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
danceswithwolves|Adventure, Drama, Western|danceswithwolves.txt|Adventure/danceswithwolves.txt|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
darkcity|Mystery, Sci-Fi, Thriller|darkcity.txt|Mystery/darkcity.txt|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0
darkknightrisesthe|Action, Crime, Thriller|darkknightrisesthe.txt|Action/darkknightrisesthe.txt|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
darkman|Action, Crime, Sci-Fi, Thriller|darkman.txt|Action/darkman.txt|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
darkstar|Comedy, Sci-Fi, Thriller|darkstar.txt|Comedy/darkstar.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
datenight|Comedy, Crime, Romance|datenight.txt|Comedy/datenight.txt|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
davebarryscompleteguidetoguys|Comedy|davebarryscompleteguidetoguys.txt|Comedy/davebarryscompleteguidetoguys.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
dawnofthedead|Action, Drama, Horror|dawnofthedead.txt|Action/dawnofthedead.txt|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
dayofthedead|Drama, Horror, Sci-Fi, Thriller|dayofthedead.txt|Drama/dayofthedead.txt|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0
daysofheaven|Drama|daysofheaven.txt|Drama/daysofheaven.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
daytheclowncriedthe|Drama|daytheclowncriedthe.txt|Drama/daytheclowncriedthe.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
daytheearthstoodstillthe|Drama, Sci-Fi, Thriller|daytheearthstoodstillthe.txt|Drama/daytheearthstoodstillthe.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
deadpoetssociety|Drama|deadpoetssociety.txt|Drama/deadpoetssociety.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
deathatafuneral|Comedy|deathatafuneral.txt|Comedy/deathatafuneral.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
deathtosmoochy|Comedy, Crime|deathtosmoochy.txt|Comedy/deathtosmoochy.txt|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
debtthe|Action, Drama, Thriller|debtthe.txt|Action/debtthe.txt|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
deception|Crime, Drama, Mystery, Romance, Thriller|deception.txt|Crime/deception.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0
deepcover|Action, Crime, Thriller|deepcover.txt|Action/deepcover.txt|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
deeprising|Action, Horror, Thriller|deeprising.txt|Action/deeprising.txt|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
deerhunterthe|Drama, War|deerhunterthe.txt|Drama/deerhunterthe.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
defiance|Action, Drama, Thriller, War|defiance.txt|Action/defiance.txt|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0
departedthe|Crime, Drama, Thriller|departedthe.txt|Crime/departedthe.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
descendantsthe|Comedy, Drama|descendantsthe.txt|Comedy/descendantsthe.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
despicableme2|Adventure, Animation, Comedy|despicableme2.txt|Adventure/despicableme2.txt|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
detroitrockcity|Adventure, Comedy, Musical|detroitrockcity.txt|Adventure/detroitrockcity.txt|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
devilinabluedress|Crime, Mystery, Thriller|devilinabluedress.txt|Crime/devilinabluedress.txt|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
devilsadvocate|Drama, Horror, Thriller|devilsadvocate.txt|Drama/devilsadvocate.txt|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
diehard|Action, Thriller|diehard.txt|Action/diehard.txt|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
diehard2|Action, Thriller|diehard2.txt|Action/diehard2.txt|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
diner|Comedy, Drama|diner.txt|Comedy/diner.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
distinguishedgentlemanthe|Comedy|distinguishedgentlemanthe.txt|Comedy/distinguishedgentlemanthe.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
disturbia|Thriller|disturbia.txt|Thriller/disturbia.txt|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
djangounchained|Adventure, Drama, Western|djangounchained.txt|Adventure/djangounchained.txt|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
dogdayafternoon|Comedy, Drama, Thriller|dogdayafternoon.txt|Comedy/dogdayafternoon.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
dogma|Adventure, Comedy, Fantasy|dogma.txt|Adventure/dogma.txt|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
donniebrasco|Crime, Drama, Thriller|donniebrasco.txt|Crime/donniebrasco.txt|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
doorsthe|Biography, Drama, Music|doorsthe.txt|Biography/doorsthe.txt|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
dotherightthing|Comedy, Drama|dotherightthing.txt|Comedy/dotherightthing.txt|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
doubleindemnity|Crime, Drama, Film-Noir|doubleindemnity.txt|Crime/doubleindemnity.txt|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
dragmetohell|Horror, Thriller|dragmetohell.txt|Horror/dragmetohell.txt|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
dragonslayer|Action, Adventure, Fantasy|dragonslayer.txt|Action/dragonslayer.txt|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
drive|Action, Crime, Drama|drive.txt|Action/drive.txt|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
driveangry|Action, Crime, Fantasy|driveangry.txt|Action/driveangry.txt|1|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
dropdeadgorgeous|Comedy|dropdeadgorgeous.txt|Comedy/dropdeadgorgeous.txt|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
drywhiteseasona|Drama, Thriller|drywhiteseasona.txt|Drama/drywhiteseasona.txt|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
ducksoup|Comedy, Family, Musical|ducksoup.txt|Comedy/ducksoup.txt|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0
dumbanddumber|Adventure, Comedy|dumbanddumber.txt|Adventure/dumbanddumber.txt|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
dune|Action, Adventure, Fantasy, Sci-Fi|dune.txt|Action/dune.txt|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0
