movie|character|tokenCount|characterCount|sectionCount|anger|anticipation|disgust|fear|joy|sadness|surprise|trust
12monkeys|Scientists|7|1|3|0.142857142857143|0.285714285714286|0|0.285714285714286|0.285714285714286|0|0.285714285714286|0.142857142857143
12monkeys|A Montage Of Overlapping Voices|6|1|1|0|0|0|0|0|0.166666666666667|0.166666666666667|0
12monkeys|Astrophysicist's Voice|6|1|3|0|0|0|0|0|0|0|0
12monkeys|Fellow Traveler's Voice|6|1|1|0.5|0.166666666666667|0.333333333333333|0.666666666666667|0|0.333333333333333|0|0
12monkeys|Ivory Joe/Radio|6|1|2|0|0|0|0.166666666666667|0.333333333333333|0|0|0
12monkeys|Narrator|6|1|1|0|0|0|0|0.5|0|0.166666666666667|0
12monkeys|Patient|6|1|2|0|0.166666666666667|0|0|0.166666666666667|0.166666666666667|0.166666666666667|0.166666666666667
12monkeys|Scarface|6|1|3|0.333333333333333|0.166666666666667|0.166666666666667|0.5|0.166666666666667|0.333333333333333|0|0.333333333333333
12monkeys|Tv Awnouncer|6|1|1|0|0|0|0|0|0|0|0.166666666666667
12monkeys|Agent #4|5|1|3|0|0|0|0|0.2|0|0|0.2
12monkeys|Commercial/Radio|5|1|2|0|0|0|0.2|0|0.2|0|0.2
12monkeys|Goines|5|1|1|0|0|0|0.2|0|0|0|0
12monkeys|Officer Two|5|1|1|0|0.2|0|0|0|0|0|0
12monkeys|Policeman #2|5|1|1|0|0|0.4|0.2|0|0.2|0|0
12monkeys|Sandy's Voice|5|1|1|0|0.2|0|0.2|0.2|0|0.2|0.2
12monkeys|Sergeant|5|1|2|0|0|0.2|0|0|0|0|0
12monkeys|Voice|5|1|2|0|0.2|0|0|0|0|0|0
12monkeys|Detective|4|1|1|0|0|0|0.25|0|0|0|0
12monkeys|Engineer's Voice|4|1|2|0|0|0|0|0|0|0|0
12monkeys|First Agent|4|1|3|0|0|0|0|0|0|0|0
12monkeys|Madeline|4|1|1|0.25|0|0|0.5|0|0.25|0|0
12monkeys|Micro3iologist|4|1|1|0|0|0|0|0|0|0|0
12monkeys|Old Man Patient|4|1|1|0|0|0|0|0|0|0|0
12monkeys|P.a  System|4|1|1|0|0.5|0|0|0|0|0|0.25
12monkeys|Pilot|4|1|2|0|0|0|0|0|0|0|0.25
12monkeys|Policeman #1|4|1|1|0|0.5|0|0|0.75|0|0|0.25
12monkeys|Terry|4|1|2|0.25|0.25|0|0.5|0|0.25|0.5|0.25
12monkeys|Amplified Voice|3|1|1|0|0|0|0|0|0|0|0
12monkeys|Biologist|3|1|2|0|0|0|0|0|0|0|0.333333333333333
12monkeys|Brunette|3|1|1|0|0|0|0|0|0|0|0
12monkeys|Cole's Voice|3|1|3|0|0|0|0|0|0|0|0.333333333333333
12monkeys|Dr. Kathryn Railly|3|1|1|0.333333333333333|0.333333333333333|0|0.333333333333333|0|0|0|0
12monkeys|Heavy Woman Patient|3|1|1|0|0|0|0|0|0|0|0
12monkeys|Marilou|3|1|2|0|0|0|0|0|0.333333333333333|0|0
12monkeys|Mr. Ponytail|3|1|3|0|0.666666666666667|0|0.666666666666667|0|0|0|0
12monkeys|Plainclothes Cop|3|1|1|0|0|0|0.333333333333333|0|0|0|0.333333333333333
12monkeys|Resident #2|3|1|2|0|0.666666666666667|0|0|1|0|0.666666666666667|1
12monkeys|Scotty|3|1|1|0.666666666666667|0.333333333333333|0.333333333333333|0.333333333333333|0.333333333333333|0.333333333333333|0.333333333333333|0.333333333333333
12monkeys|Second Security Officer|3|1|2|0|0|0|0|0|0|0|0
12monkeys|Shouts|3|1|1|0|0|0|0.666666666666667|0|0.333333333333333|0|0.333333333333333
12monkeys|Traveler|3|1|1|0|0.333333333333333|0|0|0.333333333333333|0|0|0
12monkeys|Wayne|3|1|1|0|0|0|0|0.333333333333333|0|0.333333333333333|0.333333333333333
12monkeys|Astpophysicist|2|1|1|0|0|0|0|0|0|0|0
12monkeys|Clerk|2|1|1|0|0|0|0|0|0|0|0.5
12monkeys|Commercail/Radio|2|1|1|0|0.5|0|0|0|0|0|0
12monkeys|Doctor|2|1|2|0.5|0|0|0.5|0|0|0|0
12monkeys|Dr. Mason's Assistant|2|1|1|0|0.5|0|0|0|0|0|0
12monkeys|Dr. Railly|2|1|2|0.5|0|0|0.5|0|0.5|0|0.5
12monkeys|Familiar Voice|2|1|1|0.5|0|0|0.5|0|0.5|0|0
12monkeys|Microbiologist's Voice|2|1|1|0.5|0|0.5|0.5|0|0.5|0|0
12monkeys|Mrs. Mccann|2|1|1|0|0|0|0|0|0|0|0
