movie,leftSpaceCount,pctTokens,pctRecords,pctTokensI,pctTokensQuestionMark,pctTokensQuestionWord,pctTokensYou,pctTokensWe,pctTokensCapitalized,pctTokensCharacterMention,pctTokensCharacterMentionCapitalized,pctLinesCharacterMention,pctLinesCharacterMentionCapitalized,pctLinesOnlyCapitalizedCharacterMention,pctLinesCharacterDirection,pctLinesCapitalized,pctLinesSetting,dialogueIndentInd,characterIndentInd,descriptionIndentInd,settingIndentInd,characterDirectionIndentInd,mixedCharacterWithDialogueIndentInd,mixedDescriptionWithDialogueIndentInd,dialogueIndentCount,characterIndentCount,descriptionIndentCount,settingIndentCount,characterDirectionIndentCount,mixedCharacterWithDialogueIndentCount,mixedDescriptionWithDialogueIndentCount,entropy,pctRecordsDropped,pctTokensDropped
sideways,41,0.000339803763326679,0.00137470542026709,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.37034044562101,0.0420267085624509,0.0205156522108482
sideways,42,0.000127426411247505,0.000589159465828751,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.37034044562101,0.0420267085624509,0.0205156522108482
sideways,43,0.000254852822495009,0.000196386488609584,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.37034044562101,0.0420267085624509,0.0205156522108482
sideways,49,0.000212377352079174,0.000196386488609584,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.37034044562101,0.0420267085624509,0.0205156522108482
sideways,61,0.000127426411247505,0.000196386488609584,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.37034044562101,0.0420267085624509,0.0205156522108482
sideways,62,0.000127426411247505,0.000196386488609584,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.37034044562101,0.0420267085624509,0.0205156522108482
sideways,63,0.000509705644990018,0.0011783189316575,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.37034044562101,0.0420267085624509,0.0205156522108482
signs,0,0.672599488864549,0.465695952615992,0,0,0.00223910978423124,0.000203555434930113,0.00671732935269372,0.293798344415796,0.0776903243316597,0.0065137739177636,0.606783253842077,0.0508744038155803,0,0,0.27715951245363,0.0434552199258082,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,10,0.279983570646221,0.328232971372162,0.0311328443357783,0.0280358598207009,0.0115729421352893,0.0383048084759576,0.0154849225753871,0.0013039934800326,0.0229828850855746,0,0.106015037593985,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
signs,13,0.00018254837531946,0.000246791707798618,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.17659776626806,0.0636722606120434,0.0172964585615188
